"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"B2J","RIVER EXIT","3DD.00776F77D6","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-05-25 02:53:35,1,"W",95,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00776F77D7","Summer","JDI16190.MFA","JSFMC",17070201,"Upper John Day",2016-07-08,"Recapture",2016-09-18 11:40:00,1,"W",131,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776F78A5","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Recapture",2016-01-19 08:15:00,1,"W",101,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776F78A5","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2016-02-15 10:48:02,1,"W",101,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776F7AA0","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-02 02:13:31,1,"W",139,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776F7AA0","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-02 21:29:08,1,"W",139,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F7AA0","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-03 17:46:00,1,"W",139,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776F7AA0","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-05 00:57:27,1,"W",139,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F7B20","Summer","JDI16174.BJA","BRIDGC",17070204,"Lower John Day",2016-06-22,"Recapture",2016-06-23 09:51:00,1,"W",131,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776F7EBE","Summer","JDI16193.BJA","BEAR2C",17070204,"Lower John Day",2016-07-11,"Observation",2017-05-02 20:37:20,1,"W",120,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F7F39","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-05-10 04:00:37,1,"W",105,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776F7F39","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-05-12 01:47:02,1,"W",105,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776F7F6B","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Recapture",2016-01-19 08:15:00,1,"W",110,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776F7FA9","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2017-04-01 01:23:04,1,"W",96,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776F7FA9","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2017-04-20 13:00:15,1,"W",96,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F7FA9","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2017-04-21 23:58:52,1,"W",96,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F80AC","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2017-01-22 11:47:00,1,"W",80,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F80E4","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-04-17 17:50:39,1,"W",121,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776F80E4","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-04-21 04:26:14,1,"W",121,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F8118","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Recapture",2016-09-30 07:35:00,1,"W",120,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F818C","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Recapture",2017-01-18 14:24:00,1,"W",73,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F818C","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2017-04-19 08:22:27,1,"W",73,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00776F818C","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2017-04-28 22:15:26,1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F835D","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2016-09-17 12:03:00,1,"W",75,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F851C","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Recapture",2016-06-25 07:31:00,1,"W",101,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F86D2","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-06-25 07:31:00,1,"W",102,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F8723","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-05-15 00:04:23,1,"W",150,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.00776F8825","Summer","JDI16193.BJA","BEAR2C",17070204,"Lower John Day",2016-07-11,"Recapture",2017-09-19 12:23:00,1,"W",143,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F8D06","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Observation",2017-04-05 08:50:17,1,"W",120,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00776F8D06","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Observation",2017-05-13 06:58:56,3,"W",120,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776F91CF","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-17 00:46:10,1,"W",150,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776F91CF","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-18 11:55:59,1,"W",150,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F9202","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-01-28 09:00:00,1,"W",110,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00776F93BD","Summer","JDI16190.MFA","JSFMC",17070201,"Upper John Day",2016-07-08,"Observation",2017-05-07 09:09:31,3,"W",119,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00776F93BD","Summer","JDI16190.MFA","JSFMC",17070201,"Upper John Day",2016-07-08,"Recovery",2017-09-13 23:00:00,1,"W",119,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F9656","Summer","JDI16174.BJA","BRIDGC",17070204,"Lower John Day",2016-06-22,"Recapture",2016-09-17 12:03:00,1,"W",152,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F96CE","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Recapture",2016-09-15 14:23:00,1,"W",139,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776F9952","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2016-05-18 14:56:30,1,"W",114,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776F9C62","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-01-28 09:00:00,1,"W",102,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00776F9CC7","Summer","JDI16191.MGA","JSFMC",17070201,"Upper John Day",2016-07-09,"Observation",2017-05-08 18:05:03,1,"W",134,FALSE,NA,NA,NA
"TWX","MATRIX TRAWL [CURRENT]","3DD.00776F9CC7","Summer","JDI16191.MGA","JSFMC",17070201,"Upper John Day",2016-07-09,"Observation",2017-05-17 01:17:31,1,"W",134,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00776F9F83","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Observation",2018-02-07 22:38:39,3,"W",84,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FA0E0","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Recapture",2016-09-16 07:58:00,1,"W",92,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FA5A7","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2017-01-22 11:47:00,1,"W",132,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FA5A7","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Observation",2017-04-23 19:27:42,1,"W",132,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FA66F","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-18 00:41:25,1,"W",103,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FA66F","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-20 01:33:02,1,"W",103,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FA66F","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-22 01:11:38,1,"W",103,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FA677","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2016-09-17 12:03:00,1,"W",118,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776FA99E","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Observation",2017-05-14 15:51:09,1,"W",179,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FAAFC","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-04-30 14:45:47,1,"W",110,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FAAFC","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-20 04:45:02,1,"W",110,FALSE,NA,NA,NA
"LMILIS",NA,"3DD.00776FAAFC","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Recovery",2016-08-10 23:00:00,1,"W",110,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FACF3","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-06-26 07:47:00,1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FACF3","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2017-04-30 20:30:00,1,"W",87,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FACF3","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2017-05-02 20:20:52,1,"W",87,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FADEB","Summer","JDI16259.BFA","BRIDGC",17070204,"Lower John Day",2016-09-15,"Recapture",2017-01-22 11:47:00,1,"W",116,FALSE,NA,NA,NA
"SJ2","Murderers Creek","3DD.00776FAE7A","Summer","JDI16190.MFA","JSFMC",17070201,"Upper John Day",2016-07-08,"Observation",2017-02-12 22:16:25,1,"W",71,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00776FAE7A","Summer","JDI16190.MFA","JSFMC",17070201,"Upper John Day",2016-07-08,"Observation",2017-05-08 20:35:02,1,"W",71,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FAECA","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Recapture",2016-09-16 07:58:00,1,"W",91,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FAECA","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2017-04-26 03:24:53,1,"W",91,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FAECA","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2017-04-27 21:28:50,1,"W",91,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FAECA","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2017-04-30 20:26:28,1,"W",91,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00776FAECA","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2017-05-05 00:24:17,1,"W",91,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FAEF1","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Recapture",2017-01-31 09:09:00,1,"W",115,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FB103","Summer","JDI16027.BGA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-17 23:06:16,1,"W",131,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FB103","Summer","JDI16027.BGA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-19 12:31:20,1,"W",131,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FB103","Summer","JDI16027.BGA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-09 02:12:06,1,"W",131,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FB153","Summer","JDI16037.BGA","BRIDGC",17070204,"Lower John Day",2016-02-06,"Recapture",2016-07-06 11:20:00,1,"W",72,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FB3D6","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Recapture",2016-02-05 12:10:00,1,"W",93,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.00776FB5F8","Summer","JDI16193.BJA","BEAR2C",17070204,"Lower John Day",2016-07-11,"Recapture",2016-07-12 08:55:00,1,"W",100,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776FB879","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Recapture",2016-01-19 08:15:00,1,"W",136,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776FB879","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2016-02-15 16:02:05,1,"W",136,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FBADB","Summer","JDI16036.BKA","BRIDGC",17070204,"Lower John Day",2016-02-05,"Observation",2016-04-21 07:11:58,1,"W",135,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FBAE4","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2016-04-10 01:02:08,1,"W",160,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FBAE4","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2016-04-20 00:10:54,1,"W",160,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FBB6D","Summer","JDI16027.BGA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-06-23 13:17:00,1,"W",96,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00776FBD23","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Recovery",2016-09-19 23:00:00,1,"W",136,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC2DA","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-04-27 01:07:36,1,"W",140,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FC2DA","Summer","JDI16035.BJA","BRIDGC",17070204,"Lower John Day",2016-02-04,"Observation",2016-05-02 22:38:24,1,"W",140,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FC38E","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Observation",2016-04-27 22:21:18,1,"W",100,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC38E","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Observation",2016-05-24 23:26:26,1,"W",100,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FC3A0","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-04-19 00:54:34,1,"W",122,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC3A0","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-04-20 04:55:29,1,"W",122,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC3E9","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-04-12 19:16:44,1,"W",127,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FC3E9","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-04 01:06:21,1,"W",127,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00776FC3E9","Summer","JDI16026.BKA","BRIDGC",17070204,"Lower John Day",2016-01-26,"Observation",2016-05-08 08:10:26,1,"W",127,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00776FC3EE","Summer","JDI16262.MFB","JSFMC",17070201,"Upper John Day",2016-09-18,"Recapture",2017-07-22 08:44:00,1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FC4C1","Summer","JDI16019.BFA","BRIDGC",17070204,"Lower John Day",2016-01-19,"Recapture",2016-01-26 13:29:00,1,"W",125,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC4C1","Summer","JDI16019.BFA","BRIDGC",17070204,"Lower John Day",2016-01-19,"Observation",2016-04-17 02:37:00,1,"W",125,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FC4C1","Summer","JDI16019.BFA","BRIDGC",17070204,"Lower John Day",2016-01-19,"Observation",2016-05-04 20:51:55,1,"W",125,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776FC68C","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2017-03-15 23:55:06,1,"W",102,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776FC926","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-01 23:03:14,1,"W",136,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FC926","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-02 21:23:48,1,"W",136,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FC926","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-06 05:38:01,1,"W",136,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FC93E","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-06 03:44:28,1,"W",99,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FC93E","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-10 03:59:54,1,"W",99,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776FC93E","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-14 00:38:39,1,"W",99,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCB34","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-01-28 09:00:00,1,"W",80,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCBCD","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Recapture",2016-09-28 08:26:00,1,"W",120,FALSE,NA,NA,NA
"BR1","Upstream","3DD.00776FCBCD","Summer","JDI16192.BKA","BRIDGC",17070204,"Lower John Day",2016-07-10,"Observation",2017-05-02 22:09:02,1,"W",120,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCCA2","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Recapture",2016-01-28 09:00:00,1,"W",103,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FCCDD","Summer","JDI16037.BFA","BEAR2C",17070204,"Lower John Day",2016-02-06,"Observation",2016-04-15 12:20:16,1,"W",126,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCCE0","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-02-11 00:38:19,1,"W",105,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCD04","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Recapture",2016-02-09 07:56:00,1,"W",97,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCE50","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-13 05:53:04,1,"W",103,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FCE50","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-14 15:19:14,1,"W",103,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FCE50","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-05-16 06:59:09,1,"W",103,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCE70","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2016-05-13 11:56:34,1,"W",126,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FCE70","Summer","JDI16040.BGA","BRIDGC",17070204,"Lower John Day",2016-02-09,"Observation",2016-05-16 21:03:10,1,"W",126,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCE81","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2016-04-04 19:50:37,1,"W",71,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCE81","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Recapture",2016-09-30 07:35:00,1,"W",71,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCFB2","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-04-10 04:57:18,1,"W",101,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FCFB2","Summer","JDI16028.BKA","BRIDGC",17070204,"Lower John Day",2016-01-28,"Observation",2016-07-02 02:01:41,1,"W",101,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FCFBD","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Recapture",2016-02-09 07:56:00,1,"W",190,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776FCFBD","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-03-09 18:17:04,1,"W",190,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCFBD","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-04-01 16:04:49,1,"W",190,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FCFBD","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-04-08 14:23:19,1,"W",190,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FCFBD","Summer","JDI16039.BJA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-04-10 14:07:06,1,"W",190,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FCFCF","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2017-04-12 18:18:36,1,"W",94,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FCFCF","Summer","JDI16018.GFA","GABLEC",17070204,"Lower John Day",2016-01-18,"Observation",2017-04-15 12:43:01,1,"W",94,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776FD247","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Observation",2016-07-03 02:50:11,1,"W",75,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FD247","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Recapture",2016-09-17 06:46:00,1,"W",75,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FD247","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Observation",2017-04-28 17:43:58,1,"W",75,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FD247","Summer","JDI16019.GGA","GABLEC",17070204,"Lower John Day",2016-01-19,"Observation",2017-04-30 07:25:32,1,"W",75,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FD480","Summer","JDI16036.BKA","BRIDGC",17070204,"Lower John Day",2016-02-05,"Observation",2016-05-04 04:34:45,1,"W",112,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776FD592","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-23 11:18:18,1,"W",115,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776FD5D6","Summer","JDI16038.BJA","BRIDGC",17070204,"Lower John Day",2016-02-07,"Recapture",2016-07-10 09:19:00,1,"W",92,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00776FD61D","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-03 02:25:57,1,"W",165,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FD61D","Summer","JDI16027.BFA","BRIDGC",17070204,"Lower John Day",2016-01-27,"Observation",2016-04-07 22:38:14,1,"W",165,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776FD6F2","Summer","JDI16039.BGA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-02 01:20:22,1,"W",124,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776FD6F2","Summer","JDI16039.BGA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-03 01:03:09,1,"W",124,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00776FD6F2","Summer","JDI16039.BGA","BRIDGC",17070204,"Lower John Day",2016-02-08,"Observation",2016-05-07 18:54:39,1,"W",124,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00776FD829","Summer","JDI16191.MGA","JSFMC",17070201,"Upper John Day",2016-07-09,"Observation",2017-04-29 23:22:18,1,"W",116,FALSE,NA,NA,NA
"BO3","WEIR 59","3DD.00776FD829","Summer","JDI16191.MGA","JSFMC",17070201,"Upper John Day",2016-07-09,"Observation",2018-07-12 15:22:23,1,"W",116,FALSE,NA,NA,NA
