"obs_site","ant","tag_id","run","rtype_name","filename","rel_site","rel_rkm","subbasin","subbasin_name","rel_date","etype","date","length","count","transported","year","mindate","maxdate"
"TOUCHR",NA,"384.3B23A932E7","Summer","Wild Fish or Natural Production","JDB16130.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-09,"Mark",2016-05-09 13:00:00,600,1,FALSE,NA,NA,NA
"PRV","ARRAY","384.3B23A932E7","Summer","Wild Fish or Natural Production","JDB16130.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-09,"Observation",2016-05-21 23:09:35,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","384.3B23A932E7","Summer","Wild Fish or Natural Production","JDB16130.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-09,"Observation",2016-05-28 22:23:43,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"384.3B23A9B8F0","Summer","Wild Fish or Natural Production","JDB16124.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-03,"Mark",2016-05-03 13:00:00,550,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","384.3B23A9B8F0","Summer","Wild Fish or Natural Production","JDB16124.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-03,"Observation",2016-05-09 01:43:53,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","384.3B23A9B8F0","Summer","Wild Fish or Natural Production","JDB16124.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-03,"Observation",2016-05-11 13:45:15,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","384.3B23A9B8F0","Summer","Wild Fish or Natural Production","JDB16124.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-05-03,"Observation",2016-05-18 21:28:51,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6A012A","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Mark",2015-03-18 14:00:00,530,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2D6A012A","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Observation",2015-04-15 01:24:31,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6A0CD4","Summer","Hatchery Reared","JDB15118.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-28,"Mark",2015-04-28 17:00:00,610,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D6A0CD4","Summer","Hatchery Reared","JDB15118.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-28,"Observation",2015-05-11 02:27:18,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6A5AF2","Summer","Wild Fish or Natural Production","JDB16106.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-15,"Mark",2016-04-15 13:00:00,660,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6A79AE","Summer","Hatchery Reared","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Mark",2015-03-17 14:00:00,530,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6AED76","Summer","Wild Fish or Natural Production","JDB16106.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-15,"Mark",2016-04-15 13:00:00,500,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6B74AA","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,700,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D6B74AA","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Observation",2015-05-09 03:33:09,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6C4C1B","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Mark",2015-04-02 15:00:00,540,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D6C4CEF","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,720,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D71E694","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Mark",2015-03-24 15:00:00,590,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D71F4C2","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,580,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D72525E","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Mark",2015-04-02 15:00:00,540,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D72525E","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Observation",2015-04-15 07:33:47,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D725956","Summer","Wild Fish or Natural Production","JDB15079.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-20,"Mark",2015-03-20 14:00:00,610,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D725956","Summer","Wild Fish or Natural Production","JDB15079.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-20,"Observation",2015-05-05 17:36:57,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D726DE4","Summer","Wild Fish or Natural Production","JDB15098.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-08,"Mark",2015-04-08 17:00:00,690,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D726DE4","Summer","Wild Fish or Natural Production","JDB15098.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-08,"Observation",2015-04-17 03:59:07,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D726DE4","Summer","Wild Fish or Natural Production","JDB15098.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-08,"Observation",2015-04-22 04:45:52,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D727B60","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,700,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D727B60","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Observation",2015-04-29 07:34:15,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D72F095","Summer","Wild Fish or Natural Production","JDB16099.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-08,"Mark",2016-04-08 13:00:00,670,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D72FC8C","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,700,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D73192B","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,660,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D73192B","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-03-22 05:12:15,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D7323E9","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,670,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D7323E9","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Observation",2015-04-04 02:16:01,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D7323E9","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Observation",2015-04-17 22:38:56,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D732404","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,540,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D732404","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-04-25 03:02:48,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D732404","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-04-28 07:16:49,NA,1,FALSE,NA,NA,NA
"MC1","WEIR 279","3D9.1C2D732404","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-04-30 17:07:05,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D733FF1","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Mark",2015-03-17 14:00:00,680,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D733FF1","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Observation",2015-04-05 05:48:23,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D733FF1","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Observation",2015-04-29 15:56:41,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D7367F9","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Mark",2015-04-17 17:00:00,570,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D7367F9","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Observation",2015-05-22 03:57:22,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D7367F9","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Observation",2015-05-25 00:35:15,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D7367F9","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Observation",2015-05-30 15:22:58,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D739FCB","Summer","Wild Fish or Natural Production","JDB15114.TOU","TOUCHR","509.035.055",17070102,"Walla Walla",2015-04-24,"Mark",2015-04-24 17:00:00,530,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D73C2BF","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,560,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2D73C2BF","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-03-24 04:22:20,NA,1,FALSE,NA,NA,NA
"TUCR",NA,"3D9.1C2D73C2BF","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Recapture",2015-05-20 13:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D73CAAF","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D741F1A","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Mark",2015-03-17 14:00:00,570,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2D741F1A","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Observation",2015-04-26 02:51:44,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D743992","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Mark",2015-03-17 14:00:00,580,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D744346","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,530,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2D811344","Summer","Wild Fish or Natural Production","JDB15126.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-05-08,"Mark",2015-05-06 22:30:00,168,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2D811344","Summer","Wild Fish or Natural Production","JDB15126.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-05-08,"Observation",2015-05-11 10:53:12,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC6A99E","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Mark",2015-04-17 17:00:00,640,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DC6A99E","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Observation",2015-04-29 05:58:47,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC7A651","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,590,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DC7A651","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Observation",2015-04-24 06:36:30,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC7FFC4","Summer","Wild Fish or Natural Production","JDB16106.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-15,"Mark",2016-04-15 13:00:00,680,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC80A55","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Mark",2015-03-24 15:00:00,680,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DC80A55","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Observation",2015-04-23 23:53:32,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DC80A55","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Observation",2015-04-30 09:49:07,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC8F5C9","Summer","Wild Fish or Natural Production","JDB16099.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-08,"Mark",2016-04-08 13:00:00,680,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC97840","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Mark",2015-03-18 14:00:00,570,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC9B054","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Mark",2015-04-02 15:00:00,660,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DC9B054","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Observation",2015-04-18 04:51:35,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC9F1BC","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,680,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DC9F1BC","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Observation",2015-04-11 04:15:29,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DC9F294","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA0F10","Summer","Wild Fish or Natural Production","JDB15079.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-20,"Mark",2015-03-20 14:00:00,730,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA1144","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Mark",2015-04-13 17:00:00,700,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA1144","Summer","Wild Fish or Natural Production","JDB15103.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-13,"Observation",2015-04-23 02:40:35,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA3A95","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Mark",2016-03-01 13:00:00,580,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA3A95","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-03-06 15:01:22,NA,1,FALSE,NA,NA,NA
"JDJ","ADULT FISH RETURN","3D9.1C2DCA3A95","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-04-08 06:12:15,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA3C9A","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,670,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA3D08","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,670,1,FALSE,NA,NA,NA
"JDJ","ADULT FISH RETURN","3D9.1C2DCA3D08","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Observation",2016-04-01 16:18:15,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA42AB","Summer","Wild Fish or Natural Production","JDB15047.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-16,"Mark",2015-02-16 15:00:00,580,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4353","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Mark",2016-03-02 13:00:00,620,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4426","Summer","Wild Fish or Natural Production","JDB15012.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-12,"Mark",2015-01-12 15:00:00,570,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA4426","Summer","Wild Fish or Natural Production","JDB15012.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-12,"Observation",2015-02-12 09:06:08,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA4426","Summer","Wild Fish or Natural Production","JDB15012.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-12,"Observation",2015-03-28 10:33:29,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA46FE","Summer","Wild Fish or Natural Production","JDB15107.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-17,"Mark",2015-04-17 17:00:00,640,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA473D","Summer","Wild Fish or Natural Production","JDB15098.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-08,"Mark",2015-04-08 17:00:00,600,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA473D","Summer","Wild Fish or Natural Production","JDB15098.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-08,"Observation",2015-04-18 01:22:34,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4741","Summer","Wild Fish or Natural Production","JDB16099.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-08,"Mark",2016-04-08 13:00:00,670,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA4741","Summer","Wild Fish or Natural Production","JDB16099.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-08,"Observation",2016-04-14 03:25:14,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4ADE","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,600,1,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3D9.1C2DCA4ADE","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Observation",2016-04-14 16:35:10,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4AF1","Summer","Wild Fish or Natural Production","JDB16052.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-21,"Mark",2016-02-21 13:00:00,620,1,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3D9.1C2DCA4AF1","Summer","Wild Fish or Natural Production","JDB16052.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-21,"Observation",2016-03-29 14:29:37,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA4AF1","Summer","Wild Fish or Natural Production","JDB16052.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-21,"Observation",2016-04-03 20:29:23,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4BF7","Summer","Hatchery Reared","JDB16070.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-10,"Mark",2016-03-10 13:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4CC5","Summer","Hatchery Reared","JDB16090.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-30,"Mark",2016-03-30 13:00:00,660,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4CC7","Summer","Wild Fish or Natural Production","JDB15057.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-26,"Mark",2015-02-26 14:00:00,630,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA4CC7","Summer","Wild Fish or Natural Production","JDB15057.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-26,"Observation",2015-03-20 03:11:42,NA,1,FALSE,NA,NA,NA
"ORB","PASS-THROUGH [DOWNSTREAM] 3","3D9.1C2DCA4CC7","Summer","Wild Fish or Natural Production","JDB15057.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-26,"Observation",2015-03-26 11:32:33,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4CC7","Summer","Wild Fish or Natural Production","JDB15057.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-26,"Recapture",2015-04-24 17:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4CD7","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Mark",2016-03-01 13:00:00,560,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA4CD7","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-04-21 23:54:22,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA4CD7","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-04-24 05:44:52,NA,1,FALSE,NA,NA,NA
"MCJ","FULL FLOW BYPASS","3D9.1C2DCA4CD7","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-04-25 10:14:48,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA4E15","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,510,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA4E15","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Observation",2016-04-03 12:41:51,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA4E15","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Observation",2016-04-19 01:42:23,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA5269","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Mark",2015-03-18 14:00:00,670,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA5269","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Observation",2015-04-05 20:51:14,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA5269","Summer","Wild Fish or Natural Production","JDB15077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-18,"Observation",2015-04-16 09:21:29,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA530C","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Mark",2015-04-02 15:00:00,630,1,FALSE,NA,NA,NA
