"obs_site","ant","tag_id","run","rtype_name","filename","rel_site","rel_rkm","subbasin","subbasin_name","rel_date","etype","date","length","count","transported","year","mindate","maxdate"
"TOUCHR",NA,"3DD.00773A4FC3","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Mark",2015-11-27 12:00:00,132,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A4FC3","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Observation",2015-12-04 09:25:36,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FC9","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-16 10:00:00,114,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A4FC9","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2015-11-24 17:13:00,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.00773A4FC9","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2016-04-25 01:43:14,NA,1,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00773A4FC9","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2016-04-28 12:56:38,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FCD","Summer","Wild Fish or Natural Production","JDB15307.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-03,"Mark",2015-11-03 09:30:00,147,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FD0","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-16,"Mark",2015-11-13 10:00:00,98,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FDE","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Mark",2015-11-05 08:00:00,111,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FE6","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Mark",2015-11-13 10:00:00,122,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A4FE6","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Observation",2015-11-13 15:47:44,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FF0","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Mark",2015-12-17 10:00:00,122,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A4FF0","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Observation",2015-12-17 10:45:57,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FF4","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,116,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FF6","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Mark",2015-11-05 08:00:00,116,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A4FF8","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-10 10:00:00,101,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5032","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Mark",2015-11-11 11:00:00,159,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A508E","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Mark",2015-12-07 08:30:00,175,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50A8","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Mark",2015-12-17 10:00:00,152,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A50A8","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Observation",2015-12-17 10:38:50,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50AC","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,110,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50CA","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,152,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50DA","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,124,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.00773A50DA","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Observation",2016-04-16 15:51:52,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50ED","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,147,1,FALSE,NA,NA,NA
"MCJ","FULL FLOW BYPASS","3DD.00773A50ED","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2016-04-05 20:38:18,NA,1,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.00773A50ED","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2016-04-12 01:10:15,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A50F4","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-10,"Mark",2015-11-10 10:00:00,206,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5105","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-11 11:00:00,126,1,FALSE,NA,NA,NA
"MCJ","ADULT FISH RETURN","3DD.00773A5105","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Observation",2016-05-02 21:18:01,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A510C","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,114,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5119","Summer","Wild Fish or Natural Production","JDB15307.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-03,"Mark",2015-11-03 09:30:00,208,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A514F","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Mark",2015-12-15 09:00:00,130,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A514F","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Observation",2015-12-15 11:09:00,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5177","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Mark",2015-11-05 08:00:00,110,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5178","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-11 11:00:00,124,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A517E","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-27,"Mark",2015-11-24 09:00:00,151,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A517E","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-27,"Observation",2015-11-27 12:57:02,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5185","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,122,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5189","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Mark",2015-12-17 10:00:00,121,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5193","Summer","Wild Fish or Natural Production","JDB15307.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-03,"Mark",2015-11-03 09:30:00,208,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5193","Summer","Wild Fish or Natural Production","JDB15307.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-03,"Observation",2015-11-03 13:21:18,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5195","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,109,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5199","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-12,"Mark",2015-11-11 11:00:00,155,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5199","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-12,"Observation",2015-11-12 17:22:24,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A519D","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-24 09:00:00,111,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A519D","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2015-11-24 16:58:12,NA,1,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00773A519D","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2016-05-08 09:16:56,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51B9","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,115,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51BB","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-12,"Mark",2015-11-11 11:00:00,165,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A51BB","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-12,"Observation",2015-11-12 11:10:41,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51C0","Summer","Wild Fish or Natural Production","JDB15313.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-10,"Mark",2015-11-09 08:00:00,137,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51E4","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-16 10:00:00,130,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51E6","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,114,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A51E7","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-16 10:00:00,124,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5201","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Mark",2015-11-11 11:00:00,153,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5203","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-10 10:00:00,129,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5208","Summer","Wild Fish or Natural Production","JDB15341.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-07,"Mark",2015-12-07 08:30:00,111,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5214","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,121,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A5214","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2015-11-04 15:52:23,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5217","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Mark",2015-11-04 10:00:00,188,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A521A","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-16 10:00:00,140,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A521A","Summer","Wild Fish or Natural Production","JDB15320.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2015-11-24 16:59:52,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A521B","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,128,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5227","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Mark",2015-12-15 09:00:00,104,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5229","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,139,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5234","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,116,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5235","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-16 10:00:00,105,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5235","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Observation",2016-01-11 14:31:17,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5237","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,132,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5238","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-24 09:00:00,141,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5239","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-24 09:00:00,200,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5239","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2015-11-24 16:57:32,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A523A","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-27,"Mark",2015-11-27 12:00:00,112,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A524A","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-16,"Mark",2015-11-13 10:00:00,151,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A524A","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-16,"Observation",2015-11-16 13:41:28,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A524F","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Mark",2015-11-05 08:00:00,132,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.00773A524F","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Observation",2016-04-20 08:07:46,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00773A524F","Summer","Wild Fish or Natural Production","JDB15309.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-05,"Observation",2016-04-25 12:23:32,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5254","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-10,"Mark",2015-11-10 10:00:00,179,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5259","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-10 10:00:00,147,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5259","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Observation",2015-11-11 16:43:49,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5272","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-11,"Mark",2015-11-11 11:00:00,108,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5283","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-16 10:00:00,175,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A5283","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Observation",2015-12-17 11:17:57,NA,1,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00773A5283","Summer","Wild Fish or Natural Production","JDB15350.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Observation",2016-04-08 06:04:03,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5284","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-15 09:00:00,95,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A528A","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,112,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A528A","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2015-11-04 15:52:33,NA,1,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00773A528A","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2016-04-29 02:23:28,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A528E","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Mark",2015-11-13 10:00:00,110,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A528E","Summer","Wild Fish or Natural Production","JDB15317.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Observation",2015-11-13 12:49:12,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A598A","Summer","Wild Fish or Natural Production","JDB15314.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-10,"Mark",2015-11-10 10:00:00,123,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5996","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Mark",2015-12-17 10:00:00,152,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.00773A5996","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Observation",2016-04-05 19:54:24,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59A4","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Mark",2015-12-15 09:00:00,107,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59A8","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,113,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59C0","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Mark",2015-11-11 11:00:00,127,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A59C0","Summer","Wild Fish or Natural Production","JDB15315.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-13,"Observation",2015-11-13 16:10:36,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59C4","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-16,"Mark",2015-12-15 09:00:00,108,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59CC","Summer","Wild Fish or Natural Production","JDB15351.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-17,"Mark",2015-12-17 10:00:00,103,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59D5","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,99,1,FALSE,NA,NA,NA
"PRV","ARRAY","3DD.00773A59D5","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2016-05-14 05:58:06,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59E3","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Mark",2015-11-27 12:00:00,114,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A59E3","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Observation",2015-12-04 09:16:14,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59E8","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,113,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A59E8","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Observation",2015-11-04 12:21:54,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59EB","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Mark",2015-11-27 12:00:00,162,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A59EB","Summer","Wild Fish or Natural Production","JDB15331.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-04,"Observation",2015-12-04 09:17:52,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59F1","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Mark",2015-11-24 09:00:00,103,1,FALSE,NA,NA,NA
"HST","Downstream Array","3DD.00773A59F1","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-24,"Observation",2015-11-24 17:27:24,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59F3","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Mark",2015-12-15 09:00:00,98,1,FALSE,NA,NA,NA
"MCJ","FULL FLOW BYPASS","3DD.00773A59F3","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Observation",2016-05-04 04:52:47,NA,1,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00773A59F3","Summer","Wild Fish or Natural Production","JDB15349.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-12-15,"Recovery",2016-09-19 23:00:00,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A59F5","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-27,"Mark",2015-11-24 09:00:00,104,1,FALSE,NA,NA,NA
"HST","Upstream Array","3DD.00773A59F5","Summer","Wild Fish or Natural Production","JDB15328.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-27,"Observation",2015-11-27 12:37:20,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3DD.00773A5A02","Summer","Wild Fish or Natural Production","JDB15308.TOU","TOUCHR","509.035.051",17070102,"Walla Walla",2015-11-04,"Mark",2015-11-04 10:00:00,110,1,FALSE,NA,NA,NA
