"obs_site","ant","tag_id","run","filename","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","dtime","species"
"MCJ","FULL FLOW BYPASS","3D9.1C2D42086D","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-04 15:15:20,"H",93,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D42086D","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-04 15:15:23,"H",93,FALSE,-6.76607638888889,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D420872","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 20:55:49,"H",146,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D420872","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 20:55:50,"H",146,FALSE,4.03259259259259,"sockeye"
"LMJ","B-DIVERSION","3D9.1C2D42088C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 21:46:03,"H",91,FALSE,0.0722800925925926,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D42088C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 23:30:08,"H",91,FALSE,1.79229166666667,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D42088C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 18:31:05,"H",91,FALSE,2.31481481481481e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D42088C","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 18:31:07,"H",91,FALSE,-5.44975694444444,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4208AF","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-29 07:43:28,"H",100,FALSE,-9.39603009259259,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D42099C","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 22:16:10,"H",102,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D42099C","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 22:16:12,"H",102,FALSE,4.80380787037037,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D42099C","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 19:46:19,"H",102,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D42099C","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 19:46:20,"H",102,FALSE,-2.90280092592593,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1C2D420A71","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 22:06:25,"H",93,TRUE,1.15740740740741e-05,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1C2D420A71","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 22:06:26,"H",93,TRUE,-1.78114583333333,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D420A81","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 04:26:15,"H",119,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D420A81","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 04:26:16,"H",119,FALSE,-1.22471064814815,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D420A8B","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 23:03:00,"H",116,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D420A8B","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 23:03:02,"H",116,FALSE,2.93071759259259,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D420A95","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 21:26:09,"H",100,FALSE,1.15740740740741e-05,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D420A95","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 21:26:10,"H",100,FALSE,7.57097222222222,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D420A95","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-29 11:08:22,"H",100,FALSE,-1.53953703703704,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D420C14","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 23:46:52,"H",100,FALSE,3.47222222222222e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D420C14","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 23:46:55,"H",100,FALSE,-9.1141087962963,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D420CBE","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 00:00:13,"H",136,FALSE,3.47222222222222e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D420CBE","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 00:00:16,"H",136,FALSE,6.62630787037037,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D420CBE","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 15:02:09,"H",136,FALSE,-5.72888888888889,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D420D0E","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 21:39:21,"H",146,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D420D0E","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 21:39:23,"H",146,FALSE,14.9280902777778,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D420D26","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 20:02:12,"H",102,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D420D26","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 20:02:13,"H",102,FALSE,-8.20853009259259,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D420EEE","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 15:03:16,"H",108,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D420EEE","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 15:03:17,"H",108,FALSE,-1.27202546296296,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D420F7B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 08:31:38,"H",108,FALSE,3.47222222222222e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D420F7B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 08:31:41,"H",108,FALSE,1.56202546296296,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D420FCA","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 22:01:00,"H",154,FALSE,-5.86075231481481,"sockeye"
"LMJ","A-DIVERSION","3D9.1C2D42101B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 01:47:53,"H",110,FALSE,0.0208912037037037,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D42101B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 02:17:58,"H",110,FALSE,1.81144675925926,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 21:46:42,"H",120,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 21:46:44,"H",120,FALSE,4.94100694444444,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 20:21:52,"H",120,FALSE,2.31481481481481e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 20:21:54,"H",120,FALSE,3.1609837962963,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 00:15:08,"H",120,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421078","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 00:15:09,"H",120,FALSE,-8.1118287037037,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D42107F","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 21:34:53,"H",108,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D42107F","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 21:34:55,"H",108,FALSE,7.20447916666667,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D4211BE","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 02:30:42,"H",150,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D4211BE","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 02:30:43,"H",150,FALSE,138.395335648148,"sockeye"
"ESANIS",NA,"3D9.1C2D4211BE","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Recovery",2010-10-15 12:00:00,"H",150,FALSE,-134.491805555556,"sockeye"
"LMJ","B-DIVERSION","3D9.1C2D4211FD","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 00:13:39,"H",85,FALSE,0.516631944444444,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D4211FD","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-03 12:37:36,"H",85,FALSE,4.4968287037037,"sockeye"
"MCJ","SBYC B-RACEWAY RIVER GATE","3D9.1C2D421300","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-08 00:55:57,"H",89,FALSE,0.000636574074074074,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D421300","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-08 00:56:52,"H",89,FALSE,-10.0892939814815,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421306","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 22:48:17,"H",102,FALSE,-5.4100462962963,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D4213A4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 12:57:52,"H",114,FALSE,2.31481481481481e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D4213A4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 12:57:54,"H",114,FALSE,3.93040509259259,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4213A4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 11:17:41,"H",114,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4213A4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 11:17:42,"H",114,FALSE,-0.569259259259259,"sockeye"
"B2J","SBYC EAST TANK","3D9.1C2D4214EF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 21:40:12,"H",149,FALSE,0.473206018518519,"sockeye"
"B2J","SAMPLE / SBYC EXIT","3D9.1C2D4214EF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-27 09:01:37,"H",149,FALSE,0.0162384259259259,"sockeye"
"BON",NA,"3D9.1C2D4214EF","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Recapture",2010-05-27 09:25:00,"H",149,FALSE,-7.38409722222222,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D42169E","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 00:12:06,"H",87,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D42169E","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 00:12:08,"H",87,FALSE,-0.0531712962962963,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D4216AD","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 22:58:07,"H",149,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D4216AD","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 22:58:08,"H",149,FALSE,1.00915509259259,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D4216C8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 23:11:33,"H",84,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D4216C8","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 23:11:34,"H",84,FALSE,3.46228009259259,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4216CD","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 10:17:15,"H",138,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4216CD","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 10:17:16,"H",138,FALSE,3.64876157407407,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D42176B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 02:06:35,"H",96,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D42176B","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 02:06:37,"H",96,FALSE,-5.22451388888889,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421887","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 20:43:33,"H",116,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421887","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 20:43:35,"H",116,FALSE,6.03324074074074,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D421887","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 21:33:58,"H",116,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D421887","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 21:33:59,"H",116,FALSE,2.41193287037037,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4218DA","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 07:27:10,"H",117,FALSE,-14.2288425925926,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-17 01:58:13,"H",142,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-17 01:58:15,"H",142,FALSE,1.81792824074074,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 22:31:26,"H",142,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-18 22:31:28,"H",142,FALSE,6.624375,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 13:30:34,"H",142,FALSE,1.15740740740741e-05,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D4218E4","Summer","MPP10068.OX2","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 13:30:35,"H",142,FALSE,-1.69795138888889,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D4218EE","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 20:46:00,"H",90,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D4218EE","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 20:46:02,"H",90,FALSE,6.99028935185185,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D4218EE","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 20:34:22,"H",90,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D4218EE","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-30 20:34:23,"H",90,FALSE,-4.19,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421974","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 16:02:20,"H",108,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421974","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 16:02:21,"H",108,FALSE,1.68045138888889,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421974","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 08:22:12,"H",108,FALSE,-1.58238425925926,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D4219EA","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 18:37:35,"H",114,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1C2D4219EA","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 18:37:36,"H",114,FALSE,2.63194444444444,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421A5E","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-29 09:47:36,"H",107,FALSE,-3.05030092592593,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421A75","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-26 08:35:10,"H",108,FALSE,-9.26041666666667,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421AB1","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-17 02:20:22,"H",108,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421AB1","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-17 02:20:23,"H",108,FALSE,2.81756944444444,"sockeye"
"LMJ","FULL FLOW BYPASS","3D9.1C2D421AB1","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 21:57:46,"H",108,FALSE,0.000891203703703704,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1C2D421AB1","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-19 21:59:03,"H",108,FALSE,5.52857638888889,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421AD3","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-25 10:40:12,"H",125,FALSE,-3.29962962962963,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421AFC","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 03:29:00,"H",118,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421AFC","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 03:29:02,"H",118,FALSE,2.80097222222222,"sockeye"
"LMJ","B-DIVERSION","3D9.1C2D421B80","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 22:44:34,"H",114,FALSE,0.0302546296296296,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D421B80","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 23:28:08,"H",114,FALSE,7.41917824074074,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D421B80","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-01 09:31:45,"H",114,FALSE,-12.3878587962963,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421B99","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 00:13:29,"H",104,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421B99","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-20 00:13:31,"H",104,FALSE,3.27403935185185,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D421C1F","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 06:48:13,"H",97,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1C2D421C1F","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Observation",2010-05-23 06:48:16,"H",97,FALSE,72.2164814814815,"sockeye"
"LMILIS",NA,"3D9.1C2D421C1F","Summer","MPP10084.S5A","SAWTRP","Upper Salmon",2010-05-04,"Recovery",2010-08-03 12:00:00,"H",97,FALSE,-72.6268055555555,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421C20","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 20:57:43,"H",98,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421C20","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 20:57:44,"H",98,FALSE,-1.46740740740741,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421C2D","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 09:44:51,"H",78,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421C2D","Summer","MPP10082.S6B","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-21 09:44:53,"H",78,FALSE,12.5192708333333,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421C6B","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-02 22:14:09,"H",147,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D421C6B","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-06-02 22:14:10,"H",147,FALSE,-11.8209837962963,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421CC4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 02:32:23,"H",110,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421CC4","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 02:32:25,"H",110,FALSE,-0.105173611111111,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D421CD3","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 00:01:08,"H",136,FALSE,2.31481481481481e-05,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D421CD3","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-22 00:01:10,"H",136,FALSE,9.00450231481481,"sockeye"
"B2J","SBYC SEPARATOR GATE","3D9.1C2D421CD3","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 00:10:49,"H",136,FALSE,6.94444444444444e-05,"sockeye"
"B2J","RIVER EXIT","3D9.1C2D421CD3","Summer","MPP10068.OX1","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-31 00:10:55,"H",136,FALSE,-6.85701388888889,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1C2D421D10","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 03:36:57,"H",109,TRUE,1.15740740740741e-05,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1C2D421D10","Summer","MPP10082.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-24 03:36:58,"H",109,TRUE,4.10768518518519,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D421D26","Summer","MPP10081.S6A","RLCTRP","Upper Salmon",2010-05-04,"Observation",2010-05-28 07:50:25,"H",111,FALSE,2.31481481481481e-05,"sockeye"
