"obs_site","ant","tag_id","run","filename","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","dtime","species"
"LMJ","DIVERSION RIVER EXIT","3D9.1BF1A7444A","Summer","CCW05270.RF2","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-05 05:25:48,"H",NA,FALSE,-15.034525462963,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A75604","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-21 04:36:18,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A75604","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-21 04:36:19,"H",NA,FALSE,13.5681597222222,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A78BFA","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-06-03 18:14:41,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A78BFA","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-06-03 18:14:42,"H",NA,FALSE,6.24162037037037,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1BF1A78BFA","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-06-10 00:02:47,"H",NA,FALSE,0.0328356481481481,"sockeye"
"MCJ","ADULT FISH RETURN","3D9.1BF1A78BFA","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-06-10 00:50:04,"H",NA,FALSE,27.2985648148148,"sockeye"
"MCN",NA,"3D9.1BF1A78BFA","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Recapture",2006-07-07 08:00:00,"H",NA,FALSE,-23.9151736111111,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1BF1A7E146","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-13 10:04:12,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1BF1A7E146","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-13 10:04:13,"H",NA,FALSE,3.70690972222222,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1BF1A8ADFE","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-17 03:02:10,"H",NA,FALSE,5.76131944444444,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1BF1A8ADFE","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-22 21:18:34,"H",NA,FALSE,4.62962962962963e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1BF1A8ADFE","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-22 21:18:38,"H",NA,FALSE,-33.0177314814815,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8B5B6","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-20 20:53:21,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8B5B6","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-20 20:53:22,"H",NA,FALSE,5.33809027777778,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8B5B6","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-26 05:00:17,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8B5B6","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-26 05:00:18,"H",NA,FALSE,-5.3221412037037,"sockeye"
"GRJ","ADULT FISH RETURN","3D9.1BF1A8CA06","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-20 21:16:25,"H",93,FALSE,21.0241087962963,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8CF1D","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-10 21:51:12,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8CF1D","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-10 21:51:13,"H",NA,FALSE,-19.5202083333333,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8D9CA","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-22 09:22:19,"H",94,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8D9CA","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-22 09:22:20,"H",94,FALSE,26.5556134259259,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1BF1A8E133","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-17 22:42:37,"H",NA,FALSE,2.31481481481481e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8E133","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-17 22:42:39,"H",NA,FALSE,-11.7251157407407,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8E21D","Summer","CCW05270.RF2","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-06 05:18:42,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8E21D","Summer","CCW05270.RF2","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-06 05:18:43,"H",NA,FALSE,-10.3175925925926,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8E301","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-26 21:41:27,"H",71,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8E301","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-26 21:41:28,"H",71,FALSE,-1.119375,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1BF1A8E721","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-25 18:52:16,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1BF1A8E721","Summer","CCW05270.AL2","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-25 18:52:17,"H",NA,FALSE,-2.31341435185185,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1BF1A8E8C5","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-23 11:21:01,"H",91,FALSE,2.31481481481481e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1BF1A8E8C5","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-23 11:21:03,"H",91,FALSE,2.16104166666667,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1BF1A8EB48","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-25 15:13:03,"H",NA,FALSE,3.47222222222222e-05,"sockeye"
"MCJ","FULL FLOW BYPASS","3D9.1BF1A8EB48","Summer","CCW05270.AL1","ALTURL","Upper Salmon",2005-10-05,"Observation",2006-05-25 15:13:06,"H",NA,FALSE,5.35303240740741,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8EB87","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-05-30 23:41:41,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1A8EB87","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-05-30 23:41:42,"H",NA,FALSE,7.93322916666667,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1BF1A8ED06","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-08 01:48:37,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1BF1A8ED06","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-08 01:48:38,"H",NA,FALSE,4.91866898148148,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8ED06","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-12 23:51:35,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"JDJ","RIVER EXIT","3D9.1BF1A8ED06","Summer","CCW05270.RF1","REDFL","Upper Salmon",2005-10-05,"Observation",2006-06-12 23:51:36,"H",NA,FALSE,-751.074282407407,"sockeye"
"GRJ","RACEWAY EAST","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-22 22:04:45,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","RACEWAY EAST","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-22 22:04:46,"H",NA,FALSE,2.19429398148148,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-25 02:44:38,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-25 02:44:39,"H",NA,FALSE,777.634791666667,"sockeye"
"BO1","VERTICAL SLOT DETECTORS","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2006-07-11 18:08:45,"H",NA,FALSE,0.00366898148148148,"sockeye"
"BO1","VERTICAL SLOT DETECTORS","3D9.1BF1B64210","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2006-07-11 18:14:02,"H",NA,FALSE,-795.215300925926,"sockeye"
"PETTLC",NA,"3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Recapture",2004-05-07 13:04:00,"H",NA,FALSE,14.3218518518519,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-21 20:47:33,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2004-05-21 20:47:34,"H",NA,FALSE,777.856770833333,"sockeye"
"BO3","AFF NORTH FLUME [ISO 134KHZ]","3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2006-07-08 17:21:19,"H",NA,FALSE,0.0957291666666667,"sockeye"
"BO4","VERTICAL SLOT DETECTORS","3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2006-07-08 19:52:52,"H",NA,FALSE,1.15740740740741e-05,"sockeye"
"BO4","VERTICAL SLOT DETECTORS","3D9.1BF1B668C4","Summer","JLH03275.P03","PETTL","Upper Salmon",2003-10-06,"Observation",2006-07-08 19:52:53,"H",NA,FALSE,-46.8213773148148,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1BF1B686D8","Summer","DDT06115.ALT","ALTULC","Upper Salmon",2006-05-13,"Observation",2006-05-23 00:10:06,"W",90,FALSE,0.896481481481481,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1BF1B686D8","Summer","DDT06115.ALT","ALTULC","Upper Salmon",2006-05-13,"Observation",2006-05-23 21:41:06,"W",90,FALSE,3.47222222222222e-05,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1BF1B686D8","Summer","DDT06115.ALT","ALTULC","Upper Salmon",2006-05-13,"Observation",2006-05-23 21:41:09,"W",90,FALSE,2.49011574074074,"sockeye"
"MCJ","RIVER-1 EXIT","3D9.1BF1B68A48","Summer","DDT06115.ALT","ALTULC","Upper Salmon",2006-05-09,"Observation",2006-05-26 09:40:10,"W",98,FALSE,1.15740740740741e-05,"sockeye"
