"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"BR3","Upstream","3DD.00774E8F0A","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Observation","2014-10-06 07:24:35",1,"W",65,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E8FE2","Summer","JDI14260.BFA","BRIDGC",17070204,"Lower John Day","2014-09-17","Recapture","2014-09-18 07:54:00",1,"W",130,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00774E9040","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Recapture","2014-09-18 13:30:00",1,"W",74,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774E9040","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Observation","2014-10-24 07:00:22",1,"W",74,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774E9194","Summer","JDI14273.MFA","JSFMC",17070201,"Upper John Day","2014-09-30","Recapture","2014-10-01 09:53:00",1,"W",118,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774E91E8","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-04-07 17:05:50",1,"W",125,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774E91E8","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-04-07 19:40:52",1,"W",125,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E9ADD","Summer","JDI14260.BFA","BRIDGC",17070204,"Lower John Day","2014-09-17","Recapture","2015-01-28 11:21:00",1,"W",157,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E9AE2","Summer","JDI14275.BFA","BRIDGC",17070204,"Lower John Day","2014-10-02","Recapture","2015-01-29 17:52:00",1,"W",70,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774E9AE2","Summer","JDI14275.BFA","BRIDGC",17070204,"Lower John Day","2014-10-02","Observation","2015-05-07 20:01:12",1,"W",70,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E9BC2","Summer","JDI14217.BFB","BRIDGC",17070204,"Lower John Day","2014-08-05","Recapture","2014-08-06 08:32:00",1,"W",151,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774E9BC2","Summer","JDI14217.BFB","BRIDGC",17070204,"Lower John Day","2014-08-05","Observation","2015-05-20 19:33:06",1,"W",151,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E9CFE","Summer","JDI14258.BFB","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2014-09-18 07:54:00",1,"W",122,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774E9E5D","Summer","JDI14175.BGA","BRIDGC",17070204,"Lower John Day","2014-06-24","Observation","2015-05-05 13:07:37",1,"W",171,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774E9E66","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2015-03-16 19:11:03",1,"W",118,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774E9E8E","Summer","JDI14182.MFA","JSFMC",17070201,"Upper John Day","2014-07-01","Recapture","2014-09-30 13:31:00",1,"W",85,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774E9E9C","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-03-02 05:10:10",1,"W",122,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774E9E9C","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-23 20:32:08",1,"W",122,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.00774E9E9C","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Recovery","2016-09-19 23:00:00",1,"W",122,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774E9EEA","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2015-01-26 10:13:00",1,"W",150,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774E9EEA","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Observation","2015-05-22 11:40:07",1,"W",150,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774E9EEA","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Observation","2015-05-26 05:53:28",1,"W",150,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774E9EEF","Summer","JDI14181.MFA","JSFMC",17070201,"Upper John Day","2014-06-30","Recapture","2014-07-01 06:40:00",1,"W",78,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA24E","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-04-19 18:34:20",1,"W",134,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EA24E","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-04-22 01:34:12",1,"W",134,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EA2C6","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Recapture","2014-10-01 09:53:00",1,"W",107,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EA2C6","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2014-10-25 20:02:17",1,"W",107,FALSE,NA,NA,NA
"SJ1","Upstream","3DD.00774EA2C6","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2015-03-29 04:45:10",1,"W",107,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.00774EA2C6","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2015-05-13 16:29:07",1,"W",107,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00774EA2C6","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2015-05-15 10:18:11",1,"W",107,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA35B","Summer","JDI14258.BFB","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2016-06-23 13:17:00",1,"W",113,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA38B","Summer","JDI14176.BFA","BRIDGC",17070204,"Lower John Day","2014-06-25","Observation","2015-04-22 22:43:48",1,"W",110,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA3A2","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2015-01-29 08:50:00",1,"W",113,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EA3A2","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-05-19 20:07:55",1,"W",113,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EA3AA","Summer","JDI14265.BFB","BRIDGC",17070204,"Lower John Day","2014-09-22","Observation","2015-03-16 20:15:15",1,"W",187,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.00774EA3AA","Summer","JDI14265.BFB","BRIDGC",17070204,"Lower John Day","2014-09-22","Observation","2015-03-31 05:31:05",1,"W",187,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA3D0","Summer","JDI14258.BFB","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2015-06-21 06:02:00",1,"W",80,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA41B","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-06-24 07:34:00",1,"W",145,FALSE,NA,NA,NA
"BR3","Upstream","3DD.00774EA41B","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2014-07-24 23:08:22",1,"W",145,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA41B","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-09-17 08:11:00",1,"W",145,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EA41B","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2014-11-25 05:44:42",1,"W",145,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA420","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2014-09-16 07:47:00",1,"W",133,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA583","Summer","JDI14173.BGC","BRIDGC",17070204,"Lower John Day","2014-06-22","Observation","2015-04-18 22:25:58",1,"W",142,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EA583","Summer","JDI14173.BGC","BRIDGC",17070204,"Lower John Day","2014-06-22","Observation","2015-04-21 23:48:34",1,"W",142,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EA591","Summer","JDI14175.BGA","BRIDGC",17070204,"Lower John Day","2014-06-24","Observation","2015-01-27 20:56:07",1,"W",128,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA591","Summer","JDI14175.BGA","BRIDGC",17070204,"Lower John Day","2014-06-24","Observation","2015-03-01 17:58:43",1,"W",128,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA594","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Recapture","2014-09-25 08:23:00",1,"W",133,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA5DF","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-14 14:01:30",1,"W",119,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EA5DF","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-15 23:55:03",1,"W",119,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EA5E1","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Observation","2015-04-29 11:01:03",1,"W",115,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EA60D","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-04-29 21:53:50",1,"W",134,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EA60D","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-05-03 01:55:15",1,"W",134,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00774EA60D","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-05-23 21:05:13",1,"W",134,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA63D","Summer","JDI14174.BFA","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-09-15 08:22:00",1,"W",155,FALSE,NA,NA,NA
"BR3","Upstream","3DD.00774EA63D","Summer","JDI14174.BFA","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-04-19 14:18:40",1,"W",155,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA647","Summer","JDI14175.BGB","BRIDGC",17070204,"Lower John Day","2014-06-24","Recapture","2016-06-22 14:51:00",1,"W",136,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA64F","Summer","JDI14170.BFB","BRIDGC",17070204,"Lower John Day","2014-06-19","Recapture","2014-10-02 12:32:00",1,"W",134,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EA652","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2015-05-21 21:34:24",1,"W",155,FALSE,NA,NA,NA
"BR3","Upstream","3DD.00774EA6B0","Summer","JDI14175.BGC","BRIDGC",17070204,"Lower John Day","2014-06-24","Observation","2015-03-15 16:40:29",1,"W",97,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA6CF","Summer","JDI14219.BGB","BRIDGC",17070204,"Lower John Day","2014-08-07","Recapture","2014-09-09 12:34:00",1,"W",140,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA6D3","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Recapture","2014-09-16 07:47:00",1,"W",147,FALSE,NA,NA,NA
"BR3","Upstream","3DD.00774EA6E9","Summer","JDI14219.BGC","BRIDGC",17070204,"Lower John Day","2014-08-07","Observation","2015-02-04 17:34:06",1,"W",120,FALSE,NA,NA,NA
"SJ2","Murderers Creek","3DD.00774EA6EA","Summer","JDI14274.MGA","JSFMC",17070201,"Upper John Day","2014-10-01","Observation","2014-12-22 17:28:20",1,"W",125,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA6EF","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Recapture","2015-01-26 10:13:00",1,"W",111,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA6F6","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Recapture","2015-09-25 08:34:00",1,"W",70,FALSE,NA,NA,NA
"BR3","Upstream","3DD.00774EA6FC","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Observation","2014-09-18 17:21:28",1,"W",117,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00774EA751","Summer","JDI14172.GFA","GABLEC",17070204,"Lower John Day","2014-06-21","Observation","2014-06-26 14:07:01",1,"W",126,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EA751","Summer","JDI14172.GFA","GABLEC",17070204,"Lower John Day","2014-06-21","Recapture","2014-09-15 08:22:00",1,"W",126,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EA751","Summer","JDI14172.GFA","GABLEC",17070204,"Lower John Day","2014-06-21","Observation","2014-12-12 08:07:55",1,"W",126,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EA756","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Observation","2015-05-15 05:19:46",1,"W",103,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EA962","Summer","JDI14174.BFA","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-04-21 21:21:55",1,"W",135,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EABCC","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2014-11-24 03:24:21",1,"W",82,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EABF4","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Recapture","2015-01-30 11:01:00",1,"W",128,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EAD92","Summer","JDI14267.BFB","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-10 13:59:55",1,"W",112,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00774EAE23","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Recapture","2014-09-18 13:30:00",1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EAE23","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Observation","2016-04-20 10:56:58",1,"W",87,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EAE2F","Summer","JDI14182.MGA","JSFMC",17070201,"Upper John Day","2014-07-01","Recapture","2014-10-01 09:53:00",1,"W",96,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAE3A","Summer","JDI14174.BFB","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-09-15 15:04:00",1,"W",112,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EAE3A","Summer","JDI14174.BFB","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2015-05-19 05:36:25",1,"W",112,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAE99","Summer","JDI14175.BGA","BRIDGC",17070204,"Lower John Day","2014-06-24","Recapture","2015-01-26 10:13:00",1,"W",105,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.00774EAEC3","Summer","JDI14172.BFA","BEAR2C",17070204,"Lower John Day","2014-06-21","Recapture","2014-06-22 08:42:00",1,"W",127,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EAF1D","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2014-12-22 10:42:31",1,"W",137,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAF1D","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Recapture","2015-01-20 09:26:00",1,"W",137,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EAFDB","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-03-31 03:48:59",1,"W",172,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EAFDB","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-04-04 22:33:59",1,"W",172,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAFF3","Summer","JDI14170.BFB","BRIDGC",17070204,"Lower John Day","2014-06-19","Recapture","2014-10-02 12:32:00",1,"W",126,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAFF4","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Recapture","2015-01-20 09:26:00",1,"W",152,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EAFF7","Summer","JDI14265.BFA","BRIDGC",17070204,"Lower John Day","2014-09-23","Recapture","2014-09-23 12:51:00",1,"W",80,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB048","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2015-05-03 23:08:14",1,"W",90,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EB048","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2015-05-13 09:42:14",1,"W",90,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB074","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Recapture","2014-09-25 08:23:00",1,"W",136,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB074","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-29 01:36:44",1,"W",136,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EB074","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-05-04 02:22:38",1,"W",136,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EB0AF","Summer","JDI14182.MFA","JSFMC",17070201,"Upper John Day","2014-07-01","Recapture","2014-09-30 13:31:00",1,"W",158,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EB0AF","Summer","JDI14182.MFA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2014-11-27 22:31:30",1,"W",158,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EB0DA","Summer","JDI14273.MFA","JSFMC",17070201,"Upper John Day","2014-09-30","Observation","2014-11-26 22:53:38",1,"W",106,FALSE,NA,NA,NA
"SJ1","Downstream","3DD.00774EB0DA","Summer","JDI14273.MFA","JSFMC",17070201,"Upper John Day","2014-09-30","Observation","2014-12-01 22:15:27",1,"W",106,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB0F0","Summer","JDI14260.BFA","BRIDGC",17070204,"Lower John Day","2014-09-17","Recapture","2014-09-18 07:54:00",1,"W",167,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EB0FB","Summer","JDI14181.MFB","JSFMC",17070201,"Upper John Day","2014-06-30","Recapture","2014-09-30 17:26:00",1,"W",126,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EB0FE","Summer","JDI14181.MFA","JSFMC",17070201,"Upper John Day","2014-06-30","Recapture","2014-07-01 06:40:00",1,"W",119,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB129","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-30 22:33:10",1,"W",130,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EB129","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-05-14 20:29:00",1,"W",130,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00774EB129","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-05-25 16:17:21",1,"W",130,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EB1F3","Summer","JDI14266.BFA","BRIDGC",17070204,"Lower John Day","2014-09-23","Observation","2015-04-19 00:43:07",1,"W",96,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB20D","Summer","JDI14275.BFB","BRIDGC",17070204,"Lower John Day","2014-10-02","Observation","2015-04-23 23:00:13",1,"W",164,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EB20D","Summer","JDI14275.BFB","BRIDGC",17070204,"Lower John Day","2014-10-02","Observation","2015-04-28 06:15:04",1,"W",164,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00774EB20D","Summer","JDI14275.BFB","BRIDGC",17070204,"Lower John Day","2014-10-02","Observation","2015-05-11 05:34:57",1,"W",164,FALSE,NA,NA,NA
"BR1","Upstream","3DD.00774EB21E","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Observation","2016-04-10 03:56:24",1,"W",75,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EB21E","Summer","JDI14260.GFA","GABLEC",17070204,"Lower John Day","2014-09-17","Observation","2016-05-03 21:00:08",1,"W",75,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EB245","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Observation","2015-05-20 18:53:48",1,"W",159,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB245","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Observation","2015-05-24 05:04:25",1,"W",159,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EB25C","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2015-02-05 22:08:08",1,"W",68,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EB25C","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2016-05-05 21:24:17",1,"W",68,FALSE,NA,NA,NA
"BR0","Upstream","3DD.00774EB25C","Summer","JDI14259.BGB","BRIDGC",17070204,"Lower John Day","2014-09-16","Observation","2016-05-08 11:25:24",1,"W",68,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EB2AB","Summer","JDI14182.MFA","JSFMC",17070201,"Upper John Day","2014-07-01","Observation","2014-11-25 01:51:57",1,"W",105,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EB2DD","Summer","JDI14258.BFA","BRIDGC",17070204,"Lower John Day","2014-09-15","Observation","2015-05-24 06:10:48",1,"W",180,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB2E0","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Recapture","2015-01-21 08:59:00",1,"W",140,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB2E0","Summer","JDI14267.BFA","BRIDGC",17070204,"Lower John Day","2014-09-24","Observation","2015-04-28 11:16:41",1,"W",140,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB2E7","Summer","JDI14218.BGB","BRIDGC",17070204,"Lower John Day","2014-08-06","Observation","2015-04-10 00:40:32",1,"W",163,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00774EB2E7","Summer","JDI14218.BGB","BRIDGC",17070204,"Lower John Day","2014-08-06","Observation","2015-04-11 19:05:16",1,"W",163,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EB2EB","Summer","JDI14268.BGA","BRIDGC",17070204,"Lower John Day","2014-09-25","Observation","2015-05-13 13:51:37",1,"W",131,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EB2F4","Summer","JDI14261.BGA","BRIDGC",17070204,"Lower John Day","2014-09-18","Observation","2014-10-13 14:32:07",1,"W",70,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.00774EB2F5","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Observation","2014-08-20 17:48:07",1,"W",142,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB2F8","Summer","JDI14175.BGA","BRIDGC",17070204,"Lower John Day","2014-06-24","Recapture","2014-09-16 07:47:00",1,"W",142,FALSE,NA,NA,NA
"SJ2","Downstream SF John Day","3DD.00774EB300","Summer","JDI14181.MFA","JSFMC",17070201,"Upper John Day","2014-06-30","Observation","2014-11-07 07:43:10",1,"W",103,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB31A","Summer","JDI14174.BFC","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-06-24 07:34:00",1,"W",162,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB382","Summer","JDI14175.BGB","BRIDGC",17070204,"Lower John Day","2014-06-24","Recapture","2014-09-15 15:04:00",1,"W",135,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00774EB382","Summer","JDI14175.BGB","BRIDGC",17070204,"Lower John Day","2014-06-24","Observation","2015-02-07 17:51:30",1,"W",135,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EB4BD","Summer","JDI14259.BGA","BRIDGC",17070204,"Lower John Day","2014-09-16","Recapture","2015-01-26 10:13:00",1,"W",151,FALSE,NA,NA,NA
"JSFMC",NA,"3DD.00774EB4BE","Summer","JDI14182.MFA","JSFMC",17070201,"Upper John Day","2014-07-01","Recapture","2014-07-02 07:26:00",1,"W",140,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.00774EB760","Summer","JDI14172.BFA","BEAR2C",17070204,"Lower John Day","2014-06-21","Recapture","2014-06-22 08:42:00",1,"W",140,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.00774EB928","Summer","JDI14274.MGA","JSFMC",17070201,"Upper John Day","2014-10-01","Observation","2015-05-12 16:51:30",1,"W",142,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00774EB9D7","Summer","JDI14253.BGA","BRIDGC",17070204,"Lower John Day","2014-09-10","Observation","2014-11-18 19:18:43",1,"W",118,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EBA59","Summer","JDI14174.BFA","BRIDGC",17070204,"Lower John Day","2014-06-23","Recapture","2014-09-16 07:47:00",1,"W",130,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00774EBB12","Summer","JDI14265.BFA","BRIDGC",17070204,"Lower John Day","2014-09-23","Recapture","2014-09-23 12:51:00",1,"W",142,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00774EBB12","Summer","JDI14265.BFA","BRIDGC",17070204,"Lower John Day","2014-09-23","Observation","2015-04-26 15:57:54",1,"W",142,FALSE,NA,NA,NA
