"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1BF2802FD4","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-14 18:14:43,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BCC","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 11:31:41,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BO1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 05:12:26,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","ICH","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-10 14:28:14,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BO4","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-04 12:04:43,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BCC","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 11:31:40,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","PETTLC","Summer","PETTL","Upper Salmon",2007-10-03,"Recapture",2008-05-11 09:00:00,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BO1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 05:23:22,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","ICH","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-10 14:28:15,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-09 04:07:51,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-14 18:11:19,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","BO4","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-04 12:04:44,"H",104,FALSE,"sockeye"
"3D9.1BF2802FD4","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-09 04:07:39,"H",104,FALSE,"sockeye"
"3D9.1BF2805267","BO4","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-06-26 15:54:53,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-10 16:28:40,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-10 16:27:28,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","GOJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-05-27 11:28:50,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","GOJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-05-27 11:28:51,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","ICH","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-05 10:45:56,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 20:07:14,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","BO4","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-06-26 15:48:08,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-03 20:07:04,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","ICH","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-05 10:45:57,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","MCJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-06-03 13:01:25,"H",97,FALSE,"sockeye"
"3D9.1BF2805267","MCJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-06-03 13:01:26,"H",97,FALSE,"sockeye"
"3D9.1BF280ABA2","LMJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-05-25 03:34:56,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","ICH","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-14 10:00:31,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-12 18:09:57,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","LMJ","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2008-05-25 03:36:05,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-17 17:34:30,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","MC1","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-12 18:10:04,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","GRA","Summer","PETTL","Upper Salmon",2007-10-03,"Observation",2010-07-18 11:10:06,"H",94,FALSE,"sockeye"
"3D9.1BF280ABA2","RLCTRP","Summer","PETTL","Upper Salmon",2007-10-03,"Recapture",2010-08-23 10:00:00,"H",94,FALSE,"sockeye"
