"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1BF22A6764","MC2","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-13 10:48:56,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","MC2","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-13 10:48:52,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","GRA","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-21 19:16:33,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","GRA","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-21 19:16:14,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","MCJ","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2007-05-27 22:46:17,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","MC1","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-12 04:25:56,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","MC1","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-12 04:25:55,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","ICH","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-15 09:27:44,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","MCJ","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2007-05-27 22:46:14,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","BO4","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-06 11:38:24,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","ICH","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-15 09:27:11,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","PETTLC","Summer","PETTL","Upper Salmon",2006-10-02,"Recapture",2007-04-18 15:16:00,"H",110,FALSE,"sockeye"
"3D9.1BF22A6764","BO4","Summer","PETTL","Upper Salmon",2006-10-02,"Observation",2009-07-06 11:38:25,"H",110,FALSE,"sockeye"
"3D9.1BF26328A9","B2J","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2007-05-28 21:48:33,"W",142,FALSE,"sockeye"
"3D9.1BF26328A9","BO4","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2009-06-12 12:43:15,"W",142,FALSE,"sockeye"
"3D9.1BF26328A9","MCJ","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2007-05-24 16:06:25,"W",142,FALSE,"sockeye"
"3D9.1BF26328A9","MCJ","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2007-05-24 16:06:24,"W",142,FALSE,"sockeye"
"3D9.1BF26328A9","BO4","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2009-06-12 12:34:42,"W",142,FALSE,"sockeye"
"3D9.1BF26328A9","B2J","Summer","PETTLC","Upper Salmon",2007-05-04,"Observation",2007-05-28 21:48:37,"W",142,FALSE,"sockeye"
"3D9.1BF263B5FE","MC1","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-17 07:39:50,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","GRA","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-22 20:10:15,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","BO4","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-13 08:07:28,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","BO3","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-13 05:46:00,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","ICH","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-19 13:20:41,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","MC1","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-17 07:39:49,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","SAWT","Summer","PETTLC","Upper Salmon",2007-05-03,"Recapture",2009-07-25 10:32:00,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","GRA","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-22 20:10:14,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","GRJ","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2007-05-16 22:00:12,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","GRJ","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2007-05-16 22:00:11,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","BO4","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-13 08:07:27,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","ICH","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-19 13:21:00,"W",150,FALSE,"sockeye"
"3D9.1BF263B5FE","BO3","Summer","PETTLC","Upper Salmon",2007-05-03,"Observation",2009-06-13 05:51:01,"W",150,FALSE,"sockeye"
"3D9.1BF27FA6DF","LMJ","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2007-05-17 22:59:55,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","GRA","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-12 09:11:11,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","GRA","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-12 09:11:12,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","SAWT","Summer","SAWTRP","Upper Salmon",2007-05-08,"Recapture",2009-08-14 10:32:00,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","MC1","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-07 18:38:00,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","LMJ","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2007-05-17 23:35:31,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","BO4","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-03 17:24:47,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","BO4","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-03 17:25:51,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","MC1","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-07 18:38:01,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","ICH","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-09 11:27:04,"H",NA,FALSE,"sockeye"
"3D9.1BF27FA6DF","ICH","Summer","SAWTRP","Upper Salmon",2007-05-08,"Observation",2009-07-09 11:27:05,"H",NA,FALSE,"sockeye"
