"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1BF1CFD20C","BO4","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2008-06-28 15:16:51,"W",98,FALSE,"sockeye"
"3D9.1BF1CFD20C","GOJ","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2006-05-18 20:10:31,"W",98,FALSE,"sockeye"
"3D9.1BF1CFD20C","GOJ","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2006-05-18 20:10:33,"W",98,FALSE,"sockeye"
"3D9.1BF1CFD20C","BO4","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2008-06-28 15:14:21,"W",98,FALSE,"sockeye"
"3D9.1BF1CFD20C","BO3","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2008-06-28 10:39:05,"W",98,FALSE,"sockeye"
"3D9.1BF1CFD20C","BO3","Summer","PETTLC","Upper Salmon",2006-05-03,"Observation",2008-06-28 10:42:12,"W",98,FALSE,"sockeye"
"3D9.1BF25D7A29","GRJ","Summer","SAWTRP","Upper Salmon",2006-05-04,"Observation",2006-05-11 22:45:27,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7A29","BO1","Summer","SAWTRP","Upper Salmon",2006-05-04,"Observation",2008-06-27 14:56:47,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7A29","GRJ","Summer","SAWTRP","Upper Salmon",2006-05-04,"Observation",2006-05-11 22:45:28,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7A29","BO1","Summer","SAWTRP","Upper Salmon",2006-05-04,"Observation",2008-06-27 14:54:00,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","ICH","Summer","RLCTRP","Upper Salmon",2006-05-10,"Observation",2008-06-25 07:56:35,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","MC1","Summer","RLCTRP","Upper Salmon",2006-05-10,"Observation",2008-06-23 16:18:37,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","ICH","Summer","RLCTRP","Upper Salmon",2006-05-10,"Observation",2008-06-25 07:56:10,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","LMJ","Summer","RLCTRP","Upper Salmon",2006-05-10,"Observation",2006-05-18 23:39:21,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","GRA","Summer","RLCTRP","Upper Salmon",2006-05-10,"Observation",2008-06-30 16:31:11,"H",NA,FALSE,"sockeye"
"3D9.1BF25D7D5A","RLCTRP","Summer","RLCTRP","Upper Salmon",2006-05-10,"Recapture",2008-08-04 10:00:00,"H",NA,FALSE,"sockeye"
