"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"384.3B239ADBBF","GRJ","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-15 21:09:35,"H",NA,TRUE,"sockeye"
"384.3B239ADBBF","MC1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-04 18:47:10,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","MC1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-04 18:47:11,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","GRJ","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-15 21:09:26,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","GRJ","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2013-05-15 21:09:47,"H",NA,TRUE,"sockeye"
"384.3B239ADBBF","ICH","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-06 20:24:05,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-06-22 16:58:21,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","RLCTRP","Summer","RLCTRP","Upper Salmon",2013-05-09,"Recovery",2016-08-17 11:32:00,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-11 12:11:20,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-11 12:11:21,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","TD1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-06-23 22:30:42,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","BO1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-06-22 17:06:29,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","ICH","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-06 20:24:04,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","GRA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-11 05:54:58,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","LMA","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-08 16:20:15,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","TD1","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-06-23 22:30:43,"H",NA,FALSE,"sockeye"
"384.3B239ADBBF","USE","Summer","RLCTRP","Upper Salmon",2013-05-09,"Observation",2016-07-28 23:39:03,"H",NA,FALSE,"sockeye"
