"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1C2D8599F1","JO1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-04 07:52:24,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","JO1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-04 07:52:29,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","MC2","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-06 11:55:06,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","ICH","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-07 17:22:30,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","ICH","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-07 17:22:58,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","MC2","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-06 11:55:00,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","LMA","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-09 03:30:51,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","GOA","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-10 05:30:10,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","GOA","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-10 05:30:12,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","LMA","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-09 03:30:50,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","BO1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-02 06:24:38,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","BO1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-02 06:24:39,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","TD1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-03 10:54:53,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","TD1","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2018-07-03 10:55:00,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","BCC","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2016-05-26 05:17:50,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","GOJ","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2016-05-20 11:47:26,"H",NA,FALSE,"sockeye"
"3D9.1C2D8599F1","GOJ","Summer","RLCTRP","Upper Salmon",2016-05-10,"Observation",2016-05-20 12:08:30,"H",NA,FALSE,"sockeye"
