"tag_id","obs_site","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1C2CF03E6A","MCJ","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2010-06-06 05:22:29,"H",82,FALSE,"sockeye"
"3D9.1C2CF03E6A","JDJ","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2010-06-07 22:51:22,"H",82,FALSE,"sockeye"
"3D9.1C2CF03E6A","BO1","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2012-06-24 11:02:12,"H",82,FALSE,"sockeye"
"3D9.1C2CF03E6A","MCJ","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2010-06-06 05:22:30,"H",82,FALSE,"sockeye"
"3D9.1C2CF03E6A","JDJ","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2010-06-07 22:51:23,"H",82,FALSE,"sockeye"
"3D9.1C2CF03E6A","BO1","Summer","ALTURL","Upper Salmon",2009-10-07,"Observation",2012-06-24 11:03:39,"H",82,FALSE,"sockeye"
"3D9.1C2CFD9D5C","BO1","Summer","PETTLC","Upper Salmon",2009-05-15,"Observation",2012-06-16 13:25:33,"W",121,FALSE,"sockeye"
"3D9.1C2CFD9D5C","BO1","Summer","PETTLC","Upper Salmon",2009-05-15,"Observation",2012-06-16 13:27:54,"W",121,FALSE,"sockeye"
"3D9.1C2CFD9D5C","BCC","Summer","PETTLC","Upper Salmon",2009-05-15,"Observation",2009-06-02 15:27:25,"W",121,FALSE,"sockeye"
"3D9.1C2CFE985C","WEA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-24 11:14:28,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","RIA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-20 15:11:18,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","WEA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-24 11:13:03,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","RIA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-20 15:06:39,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","RRF","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-21 18:30:36,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","PRA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-18 05:36:16,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","PRA","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-18 05:24:39,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","LMJ","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2009-05-20 22:12:29,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","MC2","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2012-07-13 07:47:37,"H",152,FALSE,"sockeye"
"3D9.1C2CFE985C","LMJ","Summer","RLCTRP","Upper Salmon",2009-05-07,"Observation",2009-05-20 22:33:15,"H",152,FALSE,"sockeye"
