"obs_site","ant","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GRJ","B-SEPARATOR GATE","3D9.1C2D6AF2AA","Summer","ALTULC","Upper Salmon","2012-05-16","Observation","2012-06-06 21:28:07","W",78,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D72C6B2","Unknown","LGRRRR","Lower Snake-Tucannon","2012-05-09","Observation","2012-05-12 01:06:32","W",96,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D72C6B2","Unknown","LGRRRR","Lower Snake-Tucannon","2012-05-09","Observation","2012-05-12 01:06:33","W",96,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D72C6B2","Unknown","LGRRRR","Lower Snake-Tucannon","2012-05-09","Observation","2012-05-13 16:07:56","W",96,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D72C6B2","Unknown","LGRRRR","Lower Snake-Tucannon","2012-05-09","Observation","2012-05-13 16:07:57","W",96,FALSE,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2CFD9D5C","Summer","PETTLC","Upper Salmon","2009-05-15","Observation","2009-06-02 15:27:25","W",121,FALSE,"sockeye"
"BO1","VERTICAL SLOT DETECTORS","3D9.1C2CFD9D5C","Summer","PETTLC","Upper Salmon","2009-05-15","Observation","2012-06-16 13:25:33","W",121,FALSE,"sockeye"
"BO1","VERTICAL SLOT DETECTORS","3D9.1C2CFD9D5C","Summer","PETTLC","Upper Salmon","2009-05-15","Observation","2012-06-16 13:27:54","W",121,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D41027E","Summer","PETTLC","Upper Salmon","2012-05-09","Observation","2012-05-19 20:15:30","W",144,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D41027E","Summer","PETTLC","Upper Salmon","2012-05-09","Observation","2012-05-19 20:15:32","W",144,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D64DDD9","Summer","PETTLC","Upper Salmon","2012-05-15","Observation","2012-05-27 20:23:46","W",114,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D64DDD9","Summer","PETTLC","Upper Salmon","2012-05-15","Observation","2012-05-27 20:23:47","W",114,FALSE,"sockeye"
"GRJ","ADULT FISH RETURN","3D9.1C2D6A720B","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-26 00:01:08","W",109,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D6A760D","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-21 22:46:11","W",120,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D6A760D","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-21 22:46:14","W",120,FALSE,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D6A760D","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-28 07:57:30","W",120,FALSE,"sockeye"
"JDJ","RIVER EXIT","3D9.1C2D6A760D","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-28 07:57:31","W",120,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D6AA520","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-19 20:41:19","W",109,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D6AA520","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-19 20:41:21","W",109,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D6AA520","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-22 22:21:39","W",109,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D6AA520","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-22 22:21:41","W",109,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D6AA6DB","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-20 01:15:08","W",148,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D6AA6DB","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-20 01:15:10","W",148,FALSE,"sockeye"
"GOJ","FULL FLOW BYPASS","3D9.1C2D6ADE8E","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-23 12:04:36","W",104,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D6ADE8E","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-24 01:36:30","W",104,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D6ADE8E","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-24 01:36:32","W",104,FALSE,"sockeye"
"LMJ","A-DIVERSION","3D9.1C2D6ADE8E","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-24 22:02:33","W",104,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D6ADE8E","Summer","PETTLC","Upper Salmon","2012-05-13","Observation","2012-05-24 22:59:07","W",104,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-18 21:40:00","W",112,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-18 21:40:02","W",112,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-20 22:04:07","W",112,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-20 22:04:10","W",112,FALSE,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-23 04:06:49","W",112,FALSE,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3D9.1C2D6AE44E","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-23 04:06:51","W",112,FALSE,"sockeye"
"LMJ","FULL FLOW BYPASS","3D9.1C2D6AEF00","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-20 20:49:43","W",110,FALSE,"sockeye"
"LMJ","ADULT FISH RETURN","3D9.1C2D6AEF00","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-20 20:51:01","W",110,FALSE,"sockeye"
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2D6AEF00","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-25 19:49:09","W",110,FALSE,"sockeye"
"GOJ","FULL FLOW BYPASS","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-24 21:56:36","W",115,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-25 20:29:23","W",115,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-25 20:29:26","W",115,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-27 10:47:17","W",115,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-05-27 10:47:18","W",115,FALSE,"sockeye"
"B2J","SAMPLE ROOM","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-06-01 12:51:44","W",115,FALSE,"sockeye"
"B2J","SAMPLE / SBYC EXIT","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-06-02 09:48:06","W",115,FALSE,"sockeye"
"B2J","SAMPLE / SBYC EXIT","3D9.1C2D6B1481","Summer","PETTLC","Upper Salmon","2012-05-12","Observation","2012-06-02 09:48:07","W",115,FALSE,"sockeye"
"LMJ","A-DIVERSION","3D9.1C2D6CC169","Summer","PETTLC","Upper Salmon","2012-05-14","Observation","2012-06-09 22:29:43","W",112,FALSE,"sockeye"
"LMJ","DIVERSION RIVER EXIT","3D9.1C2D6CC169","Summer","PETTLC","Upper Salmon","2012-05-14","Observation","2012-06-09 23:38:10","W",112,FALSE,"sockeye"
