"tag_id","obs_site","ant","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1C2C94BB99","LMJ","A-EXIT","Spring","AMERR","South Fork Clearwater","2008-08-30","Observation","2009-04-29 15:31:02","W",70,FALSE,"chinook"
"3D9.1C2C94BB99","GOJ","A-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-08-30","Observation","2009-04-27 11:23:14","W",70,FALSE,"chinook"
"3D9.1C2C94BB99","MCJ","RIVER-2 EXIT","Spring","AMERR","South Fork Clearwater","2008-08-30","Observation","2009-05-04 19:48:41","W",70,FALSE,"chinook"
"3D9.1C2C94BB99","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-08-30","Observation","2009-04-24 20:36:50","W",70,TRUE,"chinook"
"3D9.1C2C94BB99","GRJ","BYPASS RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-08-30","Observation","2009-04-24 20:36:57","W",70,FALSE,"chinook"
"3D9.1C2C94BE3A","JDJ","RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-11 21:27:11","W",79,FALSE,"chinook"
"3D9.1C2C94BE3A","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-04-27 19:45:25","W",79,FALSE,"chinook"
"3D9.1C2C94BE3A","MCJ","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-05 18:21:01","W",79,FALSE,"chinook"
"3D9.1C2C94BE3A","MCJ","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-05 18:21:04","W",79,FALSE,"chinook"
"3D9.1C2C94BE3A","JDJ","RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-11 21:27:10","W",79,FALSE,"chinook"
"3D9.1C2C94BE3A","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-04-27 19:45:26","W",79,FALSE,"chinook"
"3D9.1C2C94D121","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-05-25 15:22:39","W",78,TRUE,"chinook"
"3D9.1C2C94D121","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-05-25 15:22:38","W",78,TRUE,"chinook"
"3D9.1C2C94E225","GOJ","DIVERSION SBYC GATE","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-04-28 01:08:57","W",78,FALSE,"chinook"
"3D9.1C2C94E225","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-04-28 01:09:00","W",78,FALSE,"chinook"
"3D9.1C2C94E720","LMJ","A-DIVERSION","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-06-12 02:03:14","W",75,FALSE,"chinook"
"3D9.1C2C94E720","LMJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-06-12 12:12:38","W",75,FALSE,"chinook"
"3D9.1C2C94E720","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-07","Recapture","2008-10-08 10:54:00","W",75,FALSE,"chinook"
"3D9.1C2C94F9BB","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-05-05 23:09:27","W",78,TRUE,"chinook"
"3D9.1C2C94F9BB","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-05-05 23:09:28","W",78,TRUE,"chinook"
"3D9.1C2C9516B0","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-07-03","Observation","2009-06-01 16:29:14","W",96,TRUE,"chinook"
"3D9.1C2C9516B0","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-07-03","Observation","2009-06-01 16:29:04","W",96,TRUE,"chinook"
"3D9.1C2C9518FE","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-10-17","Observation","2009-06-05 21:48:42","W",70,TRUE,"chinook"
"3D9.1C2C9518FE","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-17","Observation","2009-06-05 21:48:53","W",70,TRUE,"chinook"
"3D9.1C2C95250F","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-04-30 23:37:03","W",80,FALSE,"chinook"
"3D9.1C2C95250F","GRJ","BYPASS RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-04-22 06:17:12","W",80,FALSE,"chinook"
"3D9.1C2C95250F","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-04-30 23:37:02","W",80,FALSE,"chinook"
"3D9.1C2C95250F","GRJ","BYPASS RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-04-22 06:17:11","W",80,FALSE,"chinook"
"3D9.1C2C953BC7","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-07","Recapture","2008-10-08 10:54:00","W",73,FALSE,"chinook"
"3D9.1C2C953BC7","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-26 02:22:41","W",73,TRUE,"chinook"
"3D9.1C2C953BC7","GOJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-26 02:22:38","W",73,FALSE,"chinook"
"3D9.1C2C954261","MCJ","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-07-08 11:01:58","W",64,FALSE,"chinook"
"3D9.1C2C954261","MCJ","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-07-08 11:02:01","W",64,FALSE,"chinook"
"3D9.1C2C954261","TWX","MATRIX [EXPERIMENTAL] TRAWL","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-07-13 10:12:41","W",64,FALSE,"chinook"
"3D9.1C2C954261","TWX","MATRIX [EXPERIMENTAL] TRAWL","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-07-13 10:11:40","W",64,FALSE,"chinook"
"3D9.1C2C954261","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-09","Recapture","2008-10-10 11:33:00","W",64,FALSE,"chinook"
"3D9.1C2C9543C4","MCJ","RIVER-1 EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-22 20:58:04","W",68,FALSE,"chinook"
"3D9.1C2C9543C4","LMJ","A-DIVERSION","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-20 04:09:07","W",68,FALSE,"chinook"
"3D9.1C2C9543C4","MCJ","RIVER-1 EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-22 20:58:03","W",68,FALSE,"chinook"
"3D9.1C2C9543C4","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-06","Recapture","2008-10-07 08:29:00","W",68,FALSE,"chinook"
"3D9.1C2C9543C4","LMJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-20 05:07:10","W",68,FALSE,"chinook"
"3D9.1C2C954539","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-25 10:11:10","W",76,TRUE,"chinook"
"3D9.1C2C954539","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-25 10:11:09","W",76,TRUE,"chinook"
"3D9.1C2C955370","GOJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-26 20:57:03","W",76,FALSE,"chinook"
"3D9.1C2C955370","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-26 20:57:06","W",76,TRUE,"chinook"
"3D9.1C2C955370","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-04","Recapture","2008-10-05 10:08:00","W",76,FALSE,"chinook"
"3D9.1C2C9555DE","ESANIS",NA,"Spring","AMERR","South Fork Clearwater","2008-10-06","Recovery","2010-11-04 12:00:00","W",72,FALSE,"chinook"
"3D9.1C2C9555DE","GRJ","EAST RACEWAY 10","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-14 20:36:23","W",72,TRUE,"chinook"
"3D9.1C2C9555DE","GRJ","EAST RACEWAY 10","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-14 20:36:24","W",72,TRUE,"chinook"
"3D9.1C2C9555DE","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-06","Recapture","2008-10-07 08:29:00","W",72,FALSE,"chinook"
"3D9.1C2C955858","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-06-12 21:05:50","W",78,TRUE,"chinook"
"3D9.1C2C955858","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-06-12 21:05:51","W",78,TRUE,"chinook"
"3D9.1C2C9561F1","MCJ","RIVER-2 EXIT","Spring","AMERR","South Fork Clearwater","2008-10-08","Observation","2009-05-15 03:58:11","W",74,FALSE,"chinook"
"3D9.1C2C9561F1","TWX","MATRIX [EXPERIMENTAL] TRAWL","Spring","AMERR","South Fork Clearwater","2008-10-08","Observation","2009-05-21 13:38:13","W",74,FALSE,"chinook"
"3D9.1C2C9561F1","TWX","MATRIX [EXPERIMENTAL] TRAWL","Spring","AMERR","South Fork Clearwater","2008-10-08","Observation","2009-05-21 13:38:11","W",74,FALSE,"chinook"
"3D9.1C2C9561F1","MCJ","RIVER-2 EXIT","Spring","AMERR","South Fork Clearwater","2008-10-08","Observation","2009-05-15 03:58:10","W",74,FALSE,"chinook"
"3D9.1C2C9567D9","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-26 01:20:25","W",66,TRUE,"chinook"
"3D9.1C2C9567D9","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-26 01:20:24","W",66,TRUE,"chinook"
"3D9.1C2C956A0D","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-06-03 21:47:22","W",65,FALSE,"chinook"
"3D9.1C2C956A0D","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-06-03 21:47:23","W",65,FALSE,"chinook"
"3D9.1C2C956A0D","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-06","Recapture","2008-10-07 08:29:00","W",65,FALSE,"chinook"
"3D9.1C2C9645C9","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-09-25","Recapture","2008-10-06 08:50:00","W",68,FALSE,"chinook"
"3D9.1C2C9645C9","B2J","SBYC SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-09-25","Observation","2009-05-21 01:58:18","W",68,FALSE,"chinook"
"3D9.1C2C9645C9","ICHFFB","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-09-25","Observation","2009-05-11 17:04:59","W",68,FALSE,"chinook"
"3D9.1C2C9645C9","B2J","RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-09-25","Observation","2009-05-21 01:58:24","W",68,FALSE,"chinook"
"3D9.1C2C9645C9","ICHFFB","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-09-25","Observation","2009-05-11 17:04:56","W",68,FALSE,"chinook"
"3D9.1C2C96A223","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-04-13 13:38:20","W",67,TRUE,"chinook"
"3D9.1C2C96A223","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-05-16 18:23:13","W",67,TRUE,"chinook"
"3D9.1C2C96A223","GRJ","BYPASS RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-04-13 13:38:28","W",67,FALSE,"chinook"
"3D9.1C2C96A223","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-05-16 18:23:12","W",67,TRUE,"chinook"
"3D9.1C2C96A223","GOJ","FULL FLOW BYPASS","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-05-15 20:45:33","W",67,FALSE,"chinook"
"3D9.1C2C96C2AC","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-06-15 22:49:27","W",72,TRUE,"chinook"
"3D9.1C2C96C2AC","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-12","Observation","2009-06-15 22:49:28","W",72,TRUE,"chinook"
"3D9.1C2C99EF80","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-05-21 20:31:22","W",73,TRUE,"chinook"
"3D9.1C2C99EF80","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-13","Observation","2009-05-21 20:31:21","W",73,TRUE,"chinook"
"3D9.1C2C99F059","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-21 21:37:50","W",79,TRUE,"chinook"
"3D9.1C2C99F059","GOJ","A-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-21 21:37:46","W",79,FALSE,"chinook"
"3D9.1C2C99F11F","GRJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-04-19 05:13:26","W",71,FALSE,"chinook"
"3D9.1C2C99F11F","GRJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-09","Observation","2009-04-19 05:13:25","W",71,FALSE,"chinook"
"3D9.1C2C99F11F","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-09","Recapture","2008-10-10 11:33:00","W",71,FALSE,"chinook"
"3D9.1C2C99F14C","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-14 07:04:14","W",75,TRUE,"chinook"
"3D9.1C2C99F14C","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-14 07:04:15","W",75,TRUE,"chinook"
"3D9.1C2C99F76F","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-04","Recapture","2008-10-05 10:08:00","W",72,FALSE,"chinook"
"3D9.1C2C99F76F","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-22 00:29:27","W",72,TRUE,"chinook"
"3D9.1C2C99F76F","GRJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-22 00:29:22","W",72,FALSE,"chinook"
"3D9.1C2C99FAA1","GOJ","A-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-23 23:06:18","W",68,TRUE,"chinook"
"3D9.1C2C99FAA1","GOJ","A-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-23 23:06:15","W",68,FALSE,"chinook"
"3D9.1C2C99FB20","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-08 13:44:18","W",80,TRUE,"chinook"
"3D9.1C2C99FB20","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-05-08 13:44:17","W",80,TRUE,"chinook"
"3D9.1C2C99FDE6","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-06-10 02:28:18","W",68,TRUE,"chinook"
"3D9.1C2C99FDE6","LMJ","B-RACEWAY","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-06-10 02:28:19","W",68,TRUE,"chinook"
"3D9.1C2C9CB842","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-04","Recapture","2008-10-05 10:08:00","W",72,FALSE,"chinook"
"3D9.1C2C9CB842","GRJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-19 18:44:24","W",72,FALSE,"chinook"
"3D9.1C2C9CB842","GRJ","DIVERSION / SBYC GATE","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-19 18:44:22","W",72,FALSE,"chinook"
"3D9.1C2C9CC80D","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-15 23:57:23","W",75,TRUE,"chinook"
"3D9.1C2C9CC80D","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-15 23:57:24","W",75,TRUE,"chinook"
"3D9.1C2C9E0F12","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-06-29 15:04:35","W",80,TRUE,"chinook"
"3D9.1C2C9E0F12","GRJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-22","Observation","2009-06-29 15:04:30","W",80,FALSE,"chinook"
"3D9.1C2C9E1B56","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-10 21:29:45","W",81,FALSE,"chinook"
"3D9.1C2C9E1B56","GOJ","DIVERSION SBYC GATE","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-10 21:29:42","W",81,FALSE,"chinook"
"3D9.1C2C9E1B56","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-04","Recapture","2008-10-05 10:08:00","W",81,FALSE,"chinook"
"3D9.1C2C9E1D24","B2J","RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-05","Observation","2009-06-22 21:35:17","W",67,FALSE,"chinook"
"3D9.1C2C9E1D24","B2J","RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-05","Observation","2009-06-22 21:35:16","W",67,FALSE,"chinook"
"3D9.1C2C9E5036","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-21","Observation","2009-05-06 19:11:24","W",76,FALSE,"chinook"
"3D9.1C2C9E5036","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-21","Observation","2009-05-06 19:11:23","W",76,FALSE,"chinook"
"3D9.1C2C9E5134","LMJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-06-08 04:42:19","W",80,FALSE,"chinook"
"3D9.1C2C9E5134","LMJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-06-08 04:42:18","W",80,FALSE,"chinook"
"3D9.1C2CA3A80E","GRJ","RACEWAY EAST","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-13 10:40:32","W",69,TRUE,"chinook"
"3D9.1C2CA3A80E","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-13 10:40:17","W",69,TRUE,"chinook"
"3D9.1C2CA3A80E","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-07","Recapture","2008-10-08 10:54:00","W",69,FALSE,"chinook"
"3D9.1C2CA3E635","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-19 20:25:58","W",73,TRUE,"chinook"
"3D9.1C2CA3E635","GRJ","RACEWAY WEST / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-04","Observation","2009-05-19 20:25:59","W",73,TRUE,"chinook"
"3D9.1C2CA3FAEE","GRJ","EAST RACEWAY 10","Spring","AMERR","South Fork Clearwater","2008-10-10","Observation","2009-05-06 20:24:23","W",63,TRUE,"chinook"
"3D9.1C2CA3FAEE","GRJ","RCWY-10 GATE","Spring","AMERR","South Fork Clearwater","2008-10-10","Observation","2009-05-06 20:24:16","W",63,TRUE,"chinook"
"3D9.1C2CA40A14","GOJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-06 06:46:53","W",77,FALSE,"chinook"
"3D9.1C2CA40A14","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-06","Observation","2009-05-06 06:46:56","W",77,TRUE,"chinook"
"3D9.1C2CA89A9D","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-23 08:00:24","W",82,TRUE,"chinook"
"3D9.1C2CA89A9D","AMERR",NA,"Spring","AMERR","South Fork Clearwater","2008-10-07","Recapture","2008-10-08 10:54:00","W",82,FALSE,"chinook"
"3D9.1C2CA89A9D","GOJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2008-10-07","Observation","2009-05-23 08:00:21","W",82,FALSE,"chinook"
"3D9.1C2CFD64AD","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2009-06-16","Observation","2009-07-01 06:54:40","W",94,TRUE,"chinook"
"3D9.1C2CFD64AD","GOJ","B-SEPARATOR GATE","Spring","AMERR","South Fork Clearwater","2009-06-16","Observation","2009-07-01 06:54:37","W",94,FALSE,"chinook"
"3D9.1C2CFD659A","GRJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-14 15:43:02","W",97,FALSE,"chinook"
"3D9.1C2CFD659A","GOJ","DIVERSION SBYC GATE","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-18 11:35:51","W",97,FALSE,"chinook"
"3D9.1C2CFD659A","GRJ","DIVERSION / SBYC GATE","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-14 15:43:00","W",97,FALSE,"chinook"
"3D9.1C2CFD659A","GOJ","DIVERSION RIVER EXIT","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-18 11:35:53","W",97,FALSE,"chinook"
"3D9.1C2CFD659A","MCJ","SBYC A-RACEWAY RIVER GATE","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-22 01:35:49","W",97,FALSE,"chinook"
"3D9.1C2CFD659A","MCJ","RIVER-2 EXIT","Spring","AMERR","South Fork Clearwater","2009-06-04","Observation","2009-06-22 01:36:12","W",97,FALSE,"chinook"
"3D9.1C2CFD664E","GOJ","B-RACEWAY / RIVER EXIT","Spring","AMERR","South Fork Clearwater","2009-05-02","Observation","2009-06-17 11:30:04","W",78,TRUE,"chinook"
