"tag_id","obs_site","ant","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"384.3B239AE7C3","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-25 12:09:51","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-04 19:07:18","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO1","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-14 10:04:14","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-05 13:15:44","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-25 12:09:50","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-23 08:46:52","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","DRM","Upstream Array","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-08-04 19:47:26","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BCC","15X15 FULL-FLOW ANTENNA","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-08-14 01:25:17","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","GRJ","RCWY-10 GATE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 01:32:25","H",NA,TRUE,"sockeye"
"384.3B239AE7C3","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-07 07:50:41","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","DRM","Upstream Array","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-25 19:07:29","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","GRJ","RACEWAY EAST","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 01:32:38","H",NA,TRUE,"sockeye"
"384.3B239AE7C3","BO1","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-14 10:07:34","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-23 08:46:51","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-10 10:22:59","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-10 10:22:51","H",NA,FALSE,"sockeye"
"384.3B239AE7C3","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2016-07-05 13:15:45","H",NA,FALSE,"sockeye"
"3D9.1C2D64CDA4","MCJ","RIVER EXIT","Summer","RLCTRP","Upper Salmon","2016-05-10","Observation","2016-05-24 15:05:02","H",NA,FALSE,"sockeye"
"3D9.1C2D64CDA4","MCJ","RIVER EXIT","Summer","RLCTRP","Upper Salmon","2016-05-10","Observation","2016-05-24 15:05:03","H",NA,FALSE,"sockeye"
"3D9.1C2D64CDA4","JDJ","RIVER EXIT","Summer","RLCTRP","Upper Salmon","2016-05-10","Observation","2016-05-27 16:20:25","H",NA,FALSE,"sockeye"
