"tag_id","obs_site","ant","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"384.3B239A4B73","GRJ","RACEWAY EAST","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 15:53:04","H",NA,TRUE,"sockeye"
"384.3B239A4B73","GRJ","RACEWAY EAST","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 15:53:03","H",NA,TRUE,"sockeye"
"384.3B239A4B73","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-23 18:00:19","H",NA,FALSE,"sockeye"
"384.3B239A4B73","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 03:41:22","H",NA,FALSE,"sockeye"
"384.3B239A4B73","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 03:41:23","H",NA,FALSE,"sockeye"
"384.3B239A4B73","TD2","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 04:21:40","H",NA,FALSE,"sockeye"
"384.3B239A4B73","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-23 18:00:20","H",NA,FALSE,"sockeye"
"384.3B239A4B73","TD2","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 04:21:39","H",NA,FALSE,"sockeye"
"384.3B239A86C9","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 06:50:33","H",NA,FALSE,"sockeye"
"384.3B239A86C9","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 05:24:16","H",NA,FALSE,"sockeye"
"384.3B239A86C9","GRJ","DIVERSION RIVER EXIT","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 13:33:54","H",NA,FALSE,"sockeye"
"384.3B239A86C9","GRJ","DIVERSION RIVER EXIT","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 13:33:53","H",NA,FALSE,"sockeye"
"384.3B239A86C9","BO4","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 05:24:17","H",NA,FALSE,"sockeye"
"384.3B239A86C9","TD1","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 06:50:32","H",NA,FALSE,"sockeye"
"384.3B239B1279","TD2","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-17 15:38:14","H",NA,FALSE,"sockeye"
"384.3B239B1279","GRA","WEIR 733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 15:34:34","H",NA,FALSE,"sockeye"
"384.3B239B1279","ICH","LEFT LADDER WEIR 438 [O/S]","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 17:00:12","H",NA,FALSE,"sockeye"
"384.3B239B1279","MC1","COUNTING WINDOW","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-20 10:29:35","H",NA,FALSE,"sockeye"
"384.3B239B1279","LMA","Left Ladder","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 06:48:42","H",NA,FALSE,"sockeye"
"384.3B239B1279","TD2","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-17 15:38:15","H",NA,FALSE,"sockeye"
"384.3B239B1279","GOA","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 05:40:11","H",NA,FALSE,"sockeye"
"384.3B239B1279","BO1","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-16 08:55:46","H",NA,FALSE,"sockeye"
"384.3B239B1279","MC1","COUNTING WINDOW","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-20 10:29:34","H",NA,FALSE,"sockeye"
"384.3B239B1279","LMA","Right Ladder","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-23 09:54:01","H",NA,FALSE,"sockeye"
"384.3B239B1279","LMA","Left Ladder","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 06:45:23","H",NA,FALSE,"sockeye"
"384.3B239B1279","BO1","VERTICAL SLOT DETECTORS","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-16 08:50:48","H",NA,FALSE,"sockeye"
"384.3B239B1279","GRA","WEIR 733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 15:34:35","H",NA,FALSE,"sockeye"
"384.3B239B1279","GOA","Counting Window","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 05:40:09","H",NA,FALSE,"sockeye"
