"obs_site","ant","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"MC1","COUNTING WINDOW","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-05 11:27:35","H",NA,FALSE,"steelhead"
"BO1","VERTICAL SLOT DETECTORS","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-08-29 14:32:11","H",NA,FALSE,"steelhead"
"JO2","WEIR 247","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-02 16:00:00","H",NA,FALSE,"steelhead"
"TD1","Counting Window","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-01 12:09:57","H",NA,FALSE,"steelhead"
"JO2","WEIR 246","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-02 15:59:40","H",NA,FALSE,"steelhead"
"BO1","VERTICAL SLOT DETECTORS","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-08-29 14:32:12","H",NA,FALSE,"steelhead"
"LMA","Right Ladder","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-10 06:14:55","H",NA,FALSE,"steelhead"
"GOA","Counting Window","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-13 14:53:05","H",NA,FALSE,"steelhead"
"GRA","WEIR 733","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-17 15:36:44","H",NA,FALSE,"steelhead"
"ICH","LEFT LADDER WEIR 438 [O/S]","3DD.0077735448","Summer","BCANF","Wallowa","2016-05-03","Observation","2018-10-08 14:25:31","H",NA,FALSE,"steelhead"
"MC2","WEIR 302","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-10-20 16:58:25","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-24 08:30:16","H",NA,FALSE,"steelhead"
"BO3","WEIR 36","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-08-15 12:45:15","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-10-25 11:09:10","H",NA,FALSE,"steelhead"
"MC2","WEIR 303","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-27 13:03:42","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-10-25 11:09:02","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-22 08:59:33","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2017-05-05 12:19:59","H",NA,TRUE,"steelhead"
"MC2","WEIR 302","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-27 13:04:06","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-30 07:12:34","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-24 08:30:11","H",NA,FALSE,"steelhead"
"TD1","Counting Window","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-19 08:16:24","H",NA,FALSE,"steelhead"
"JO1","WEIR 180","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-20 04:12:55","H",NA,FALSE,"steelhead"
"MC2","WEIR 303","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-10-20 16:58:22","H",NA,FALSE,"steelhead"
"MC1","COUNTING WINDOW","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-30 07:12:30","H",NA,FALSE,"steelhead"
"JO1","WEIR 181","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-20 04:12:58","H",NA,FALSE,"steelhead"
"BO4","VERTICAL SLOT DETECTORS","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-08-15 13:46:15","H",NA,FALSE,"steelhead"
"TD1","Counting Window","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-09-19 08:16:21","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2017-05-05 12:19:58","H",NA,TRUE,"steelhead"
"BO3","WEIR 37","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-08-15 12:45:34","H",NA,FALSE,"steelhead"
"BO4","VERTICAL SLOT DETECTORS","3DD.00778C7761","Summer","BCANF","Wallowa","2017-03-16","Observation","2018-08-15 13:44:34","H",NA,FALSE,"steelhead"
"LMJ","B-SEPARATOR GATE","3DD.0077A51F20","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 09:55:32","H",134,FALSE,"steelhead"
"LMJ","B-RACEWAY","3DD.0077A51F20","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 09:55:46","H",134,TRUE,"steelhead"
"GRJ","RCWY-10 GATE","3DD.0077A585C0","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-20 10:34:23","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077A585C0","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-20 10:34:34","H",NA,TRUE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077A5B12D","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-13 09:20:44","H",NA,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077A5B12D","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-13 09:20:49","H",NA,FALSE,"steelhead"
"GOJ","DIVERSION SBYC GATE","3DD.0077A5C674","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 11:30:20","H",NA,FALSE,"steelhead"
"GRJ","DIVERSION RIVER EXIT","3DD.0077A5C674","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-07 03:25:48","H",NA,FALSE,"steelhead"
"GRJ","DIVERSION / SBYC GATE","3DD.0077A5C674","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-07 03:25:46","H",NA,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077A5C674","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 11:30:23","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077A601E1","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-07 00:00:11","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077A601E1","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-07 00:00:12","H",NA,TRUE,"steelhead"
"BCC","15X15 FULL-FLOW ANTENNA","3DD.0077A61AA8","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-15 17:57:59","H",NA,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077CDA0D0","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 07:43:03","H",NA,FALSE,"steelhead"
"GOJ","DIVERSION SBYC GATE","3DD.0077CDA0D0","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 07:43:00","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CDB91B","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-08 21:22:09","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CDB91B","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-08 21:22:10","H",NA,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077CDD010","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 12:27:14","H",169,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077CDD010","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 12:27:13","H",169,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CEF0A8","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-25 04:04:50","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CEF0A8","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-25 04:04:51","H",NA,TRUE,"steelhead"
"GOJ","A-RACEWAY / RIVER EXIT","3DD.0077CF1875","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 08:02:50","H",NA,TRUE,"steelhead"
"GOJ","A-RACEWAY / RIVER EXIT","3DD.0077CF1875","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 08:02:49","H",NA,TRUE,"steelhead"
"TWX","MATRIX TRAWL [CURRENT]","3DD.0077CF2516","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-17 11:31:27","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CF253D","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-12 06:05:03","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CF253D","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-12 06:05:02","H",NA,TRUE,"steelhead"
"GOJ","A-SEPARATOR GATE","3DD.0077CF41B6","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 10:45:56","H",NA,FALSE,"steelhead"
"GOJ","A-RACEWAY / RIVER EXIT","3DD.0077CF41B6","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-09 10:46:00","H",NA,TRUE,"steelhead"
"ESANIS",NA,"3DD.0077CF5C60","Summer","BCANF","Wallowa","2018-05-02","Recovery","2018-10-02 08:00:00","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077CF5C60","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-26 22:01:48","H",NA,TRUE,"steelhead"
"GRJ","RCWY-10 GATE","3DD.0077CF5C60","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-26 22:01:34","H",NA,TRUE,"steelhead"
"GOJ","A-SEPARATOR GATE","3DD.0077D026A6","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-24 17:04:30","H",113,FALSE,"steelhead"
"GOJ","A-RACEWAY / RIVER EXIT","3DD.0077D026A6","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-24 17:04:33","H",113,TRUE,"steelhead"
"GRJ","RACEWAY WEST / RIVER EXIT","3DD.0077D02BD7","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-11 06:08:58","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY WEST / RIVER EXIT","3DD.0077D02BD7","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-11 06:08:57","H",NA,TRUE,"steelhead"
"LMJ","A-SEPARATOR GATE","3DD.0077D02C2B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 04:18:30","H",NA,FALSE,"steelhead"
"LMJ","A-RACEWAY","3DD.0077D02C2B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 04:18:47","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D02DC7","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-13 07:26:28","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D02DC7","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-13 07:26:29","H",NA,TRUE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D02E06","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 01:49:21","H",NA,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D02E06","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-14 01:49:22","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D02FD9","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-08 20:41:05","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D02FD9","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-08 20:41:04","H",NA,TRUE,"steelhead"
"LMJ","B-DIVERSION","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-27 12:15:23","H",172,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-27 12:33:18","H",172,FALSE,"steelhead"
"GRJ","DIVERSION RIVER EXIT","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-11 17:05:26","H",172,FALSE,"steelhead"
"GOJ","FULL FLOW BYPASS","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-13 14:46:53","H",172,FALSE,"steelhead"
"GOJ","FULL FLOW BYPASS","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-13 14:46:51","H",172,FALSE,"steelhead"
"GRJ","DIVERSION / SBYC GATE","3DD.0077D0312E","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-11 17:05:24","H",172,FALSE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D031E9","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-25 01:54:36","H",148,TRUE,"steelhead"
"GOJ","B-SEPARATOR GATE","3DD.0077D031E9","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-25 01:54:32","H",148,FALSE,"steelhead"
"BCC","15X15 FULL-FLOW ANTENNA","3DD.0077D03704","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-30 08:14:57","H",163,FALSE,"steelhead"
"GRJ","DIVERSION RIVER EXIT","3DD.0077D03704","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-23 09:46:10","H",163,FALSE,"steelhead"
"GRJ","DIVERSION / SBYC GATE","3DD.0077D03704","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-23 09:46:08","H",163,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D03706","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 12:15:14","H",119,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D03706","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 12:15:15","H",119,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D03706","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-21 00:36:30","H",119,FALSE,"steelhead"
"BCC","15X15 FULL-FLOW ANTENNA","3DD.0077D03706","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-25 07:34:13","H",119,FALSE,"steelhead"
"LMJ","B-DIVERSION","3DD.0077D03706","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-21 00:32:16","H",119,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-17 01:11:32","H",141,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 14:51:37","H",141,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-11 03:06:01","H",141,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-17 01:11:29","H",141,FALSE,"steelhead"
"GOJ","DIVERSION RIVER EXIT","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-11 03:06:02","H",141,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D0380B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-14 14:51:38","H",141,FALSE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D03852","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-09 14:10:22","H",NA,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D03852","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-09 14:10:21","H",NA,TRUE,"steelhead"
"JDJ","FULL FLOW BYPASS","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-08 19:45:52","H",NA,FALSE,"steelhead"
"GRJ","RCWY-10 GATE","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-10 18:06:58","H",NA,FALSE,"steelhead"
"GRJ","BYPASS RIVER EXIT","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-10 18:07:08","H",NA,FALSE,"steelhead"
"LMJ","FULL FLOW BYPASS","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-17 02:52:13","H",NA,FALSE,"steelhead"
"JDJ","FULL FLOW BYPASS","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-08 19:45:54","H",NA,FALSE,"steelhead"
"LMJ","FULL FLOW BYPASS","3DD.0077D0388A","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-17 02:52:11","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D03E02","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-06 21:13:01","H",NA,TRUE,"steelhead"
"GRJ","RCWY-10 GATE","3DD.0077D03E02","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-06 21:12:50","H",NA,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D03EFF","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-22 07:20:20","H",158,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D03EFF","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-22 07:20:19","H",158,TRUE,"steelhead"
"LMJ","B-SEPARATOR GATE","3DD.0077D03F96","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-17 01:45:44","H",NA,FALSE,"steelhead"
"LMJ","B-RACEWAY","3DD.0077D03F96","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-17 01:46:06","H",NA,TRUE,"steelhead"
"GRJ","DIVERSION RIVER EXIT","3DD.0077D0427E","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-23 13:45:51","H",NA,FALSE,"steelhead"
"GRJ","DIVERSION / SBYC GATE","3DD.0077D0427E","Summer","BCANF","Wallowa","2018-05-02","Observation","2018-05-23 13:45:49","H",NA,FALSE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D04453","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-26 02:51:34","H",NA,TRUE,"steelhead"
"GOJ","B-SEPARATOR GATE","3DD.0077D04453","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-26 02:51:30","H",NA,FALSE,"steelhead"
"GRJ","RCWY-10 GATE","3DD.0077D0445D","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-13 16:36:44","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D0445D","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-13 16:36:56","H",NA,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D0458A","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-08 16:45:35","H",NA,TRUE,"steelhead"
"GOJ","B-RACEWAY / RIVER EXIT","3DD.0077D0458A","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-08 16:45:34","H",NA,TRUE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-08 17:43:36","H",152,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-07 17:19:25","H",152,FALSE,"steelhead"
"LMJ","B-DIVERSION","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-07 17:12:26","H",152,FALSE,"steelhead"
"GOJ","FULL FLOW BYPASS","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-13 13:39:47","H",152,FALSE,"steelhead"
"GOJ","FULL FLOW BYPASS","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-04-13 13:39:49","H",152,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D04C2E","Summer","BCANF","Wallowa","2018-04-05","Observation","2018-05-08 17:43:39","H",152,FALSE,"steelhead"
"LMJ","B-DIVERSION","3DD.0077D04C79","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-10 02:12:34","H",132,FALSE,"steelhead"
"LMJ","DIVERSION RIVER EXIT","3DD.0077D04C79","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-10 03:12:27","H",132,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D0519B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-11 07:06:57","H",NA,FALSE,"steelhead"
"ICHFFB","FULL FLOW BYPASS","3DD.0077D0519B","Summer","BCANF","Wallowa","2018-05-01","Observation","2018-05-11 07:06:54","H",NA,FALSE,"steelhead"
"GRJ","RACEWAY WEST / RIVER EXIT","3DD.0077D05213","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-30 05:43:46","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY WEST / RIVER EXIT","3DD.0077D05213","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-30 05:43:47","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D05239","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-06 14:37:49","H",NA,TRUE,"steelhead"
"GRJ","RACEWAY EAST","3DD.0077D05239","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-05-06 14:37:48","H",NA,TRUE,"steelhead"
"GRJ","DIVERSION RIVER EXIT","3DD.0077D05940","Summer","BCANF","Wallowa","2018-04-06","Observation","2018-04-13 19:32:37","H",NA,FALSE,"steelhead"
