"obs_site","ant","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GRJ","ADULT FISH RETURN","3DD.00775166C4","Summer","ALTULC","Upper Salmon","2017-05-23","Observation","2017-05-31 19:59:57","W",92,FALSE,"sockeye"
"GRJ","ADULT FISH RETURN","3DD.0077520258","Summer","ALTULC","Upper Salmon","2017-05-23","Observation","2017-05-31 20:56:34","W",87,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.0077889EC8","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-24 20:28:19","W",85,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077889EC8","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-24 20:28:20","W",85,FALSE,"sockeye"
"GOJ","FULL FLOW BYPASS","3DD.007788F42B","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-06-01 13:34:07","W",71,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3DD.007788F42B","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-06-02 15:39:06","W",71,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007788F42B","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-06-02 15:39:09","W",71,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007789201D","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-27 04:08:22","W",87,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007789201D","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-27 04:08:23","W",87,FALSE,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3DD.007789201D","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-29 08:27:26","W",87,FALSE,"sockeye"
"ICHFFB","FULL FLOW BYPASS","3DD.007789201D","Summer","ALTULC","Upper Salmon","2017-05-17","Observation","2017-05-29 08:27:28","W",87,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.00778956B0","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-05-26 14:39:49","W",91,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.00778956B0","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-05-26 14:39:51","W",91,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077897032","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-05-27 10:34:22","W",90,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077897032","Summer","ALTULC","Upper Salmon","2017-05-18","Observation","2017-05-27 10:34:23","W",90,FALSE,"sockeye"
