"obs_site","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"MC1","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-09 13:07:07","H",96,FALSE,"sockeye"
"MC1","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-09 13:07:13","H",96,FALSE,"sockeye"
"BO4","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-03 16:02:03","H",96,FALSE,"sockeye"
"GRA","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-10-21 13:41:31","H",96,FALSE,"sockeye"
"GOA","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-14 16:50:53","H",96,FALSE,"sockeye"
"MCJ","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 19:41:08","H",96,FALSE,"sockeye"
"LMA","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-12 14:52:20","H",96,FALSE,"sockeye"
"LMA","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-12 14:52:13","H",96,FALSE,"sockeye"
"ICH","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-11 12:11:14","H",96,FALSE,"sockeye"
"GRA","3D9.1C2D6B8269","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-10-21 13:41:32","H",96,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8405","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:53:47","H",90,TRUE,"sockeye"
"GRJ","3D9.1C2D6B8405","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:53:46","H",90,TRUE,"sockeye"
"ESANIS","3D9.1C2D6B8405","Summer","RLCTRP","Upper Salmon","2012-05-10","Recovery","2014-10-14 00:00:00","H",90,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8409","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 04:32:59","H",97,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8409","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 03:38:48","H",97,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8484","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 00:37:46","H",118,TRUE,"sockeye"
"GOJ","3D9.1C2D6B8484","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 00:37:45","H",118,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6B8500","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:26:15","H",96,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8500","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 22:45:04","H",96,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6B8500","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:26:12","H",96,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8500","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 22:45:01","H",96,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8778","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 03:11:32","H",103,TRUE,"sockeye"
"GOJ","3D9.1C2D6B8778","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 03:11:33","H",103,TRUE,"sockeye"
"MCJ","3D9.1C2D6B8955","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-30 11:11:34","H",107,FALSE,"sockeye"
"MCJ","3D9.1C2D6B8955","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-30 11:11:35","H",107,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8992","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-16 23:58:41","H",99,TRUE,"sockeye"
"GRJ","3D9.1C2D6B8992","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-16 23:58:29","H",99,TRUE,"sockeye"
"LMJ","3D9.1C2D6B8A6C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:23:20","H",102,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8A6C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 21:23:43","H",102,TRUE,"sockeye"
"GOJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 06:44:41","H",95,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 13:52:28","H",95,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:46:26","H",95,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:46:28","H",95,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-26 02:15:23","H",95,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8C21","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 21:40:25","H",95,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8CCF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:48:31","H",82,FALSE,"sockeye"
"CRESIS","3D9.1C2D6B8CCF","Summer","RLCTRP","Upper Salmon","2012-05-10","Recovery","2013-08-07 00:00:00","H",82,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8CCF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 12:18:01","H",82,FALSE,"sockeye"
"LMJ","3D9.1C2D6B8CCF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 22:48:44","H",82,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8CCF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 12:17:59","H",82,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8E37","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 20:11:50","H",90,TRUE,"sockeye"
"GRJ","3D9.1C2D6B8E37","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 20:11:38","H",90,TRUE,"sockeye"
"TWX","3D9.1C2D6B8EAF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-07 00:57:28","H",112,FALSE,"sockeye"
"JDJ","3D9.1C2D6B8EAF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-04 01:00:08","H",112,FALSE,"sockeye"
"JDJ","3D9.1C2D6B8EAF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-04 01:00:09","H",112,FALSE,"sockeye"
"TWX","3D9.1C2D6B8EAF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-07 00:57:30","H",112,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8ED2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 01:40:20","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8ED2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:49:42","H",106,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8ED2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 14:20:13","H",106,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8ED2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:49:44","H",106,FALSE,"sockeye"
"GOJ","3D9.1C2D6B8ED2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 14:20:16","H",106,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6B8FD2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 22:57:40","H",88,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6B8FD2","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-25 22:57:42","H",88,FALSE,"sockeye"
"GRJ","3D9.1C2D6B8FF4","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:14:53","H",117,TRUE,"sockeye"
"GRJ","3D9.1C2D6B8FF4","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:14:58","H",117,TRUE,"sockeye"
"LMJ","3D9.1C2D6B9046","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 09:41:49","H",89,TRUE,"sockeye"
"LMJ","3D9.1C2D6B9046","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-05 09:41:48","H",89,TRUE,"sockeye"
"LMJ","3D9.1C2D6B90A3","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:51:27","H",104,TRUE,"sockeye"
"LMJ","3D9.1C2D6B90A3","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:51:04","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9120","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:03:00","H",115,TRUE,"sockeye"
"GOJ","3D9.1C2D6B9120","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 00:03:01","H",115,TRUE,"sockeye"
"LMJ","3D9.1C2D6B921D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 03:46:24","H",98,FALSE,"sockeye"
"GRJ","3D9.1C2D6B921D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:12:40","H",98,FALSE,"sockeye"
"GRJ","3D9.1C2D6B921D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 20:12:42","H",98,FALSE,"sockeye"
"LMJ","3D9.1C2D6B921D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 03:05:57","H",98,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9382","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 08:31:25","H",98,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9382","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 08:31:24","H",98,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9382","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 22:11:49","H",98,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9382","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 22:33:28","H",98,FALSE,"sockeye"
"LMJ","3D9.1C2D6B939F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 02:55:45","H",116,FALSE,"sockeye"
"TWX","3D9.1C2D6B939F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 05:52:47","H",116,FALSE,"sockeye"
"TWX","3D9.1C2D6B939F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 05:52:51","H",116,FALSE,"sockeye"
"LMJ","3D9.1C2D6B939F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 02:56:07","H",116,TRUE,"sockeye"
"B2J","3D9.1C2D6B944B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 15:47:20","H",114,FALSE,"sockeye"
"B2J","3D9.1C2D6B944B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 15:47:25","H",114,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9540","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 14:07:10","H",113,FALSE,"sockeye"
"BCC","3D9.1C2D6B9540","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 18:40:09","H",113,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9540","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 14:07:09","H",113,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 01:07:32","H",99,FALSE,"sockeye"
"GRJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:43:06","H",99,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 10:20:49","H",99,FALSE,"sockeye"
"MCJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 10:20:48","H",99,FALSE,"sockeye"
"LMJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:54:57","H",99,FALSE,"sockeye"
"GRJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:43:04","H",99,FALSE,"sockeye"
"LMJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:54:58","H",99,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9569","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 01:07:30","H",99,FALSE,"sockeye"
"GRJ","3D9.1C2D6B9609","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:21:12","H",97,TRUE,"sockeye"
"GRJ","3D9.1C2D6B9609","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:21:06","H",97,TRUE,"sockeye"
"GOJ","3D9.1C2D6B9626","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 20:29:43","H",92,TRUE,"sockeye"
"GOJ","3D9.1C2D6B9626","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 20:29:44","H",92,TRUE,"sockeye"
"LMJ","3D9.1C2D6B979B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 16:10:57","H",100,TRUE,"sockeye"
"LMJ","3D9.1C2D6B979B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 16:10:58","H",100,TRUE,"sockeye"
"GRJ","3D9.1C2D6B98C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 00:14:24","H",105,TRUE,"sockeye"
"GRJ","3D9.1C2D6B98C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 00:14:25","H",105,TRUE,"sockeye"
"GRJ","3D9.1C2D6B9B04","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 21:09:41","H",94,TRUE,"sockeye"
"GRJ","3D9.1C2D6B9B04","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 21:09:56","H",94,TRUE,"sockeye"
"BCC","3D9.1C2D6B9C6E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 05:02:09","H",149,FALSE,"sockeye"
"GOJ","3D9.1C2D6B9D91","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 07:47:23","H",98,TRUE,"sockeye"
"GOJ","3D9.1C2D6B9D91","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 07:47:22","H",98,TRUE,"sockeye"
"BCC","3D9.1C2D6B9E8C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-24 15:42:53","H",95,FALSE,"sockeye"
"GOJ","3D9.1C2D6BA00E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 07:50:47","H",114,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA00E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 07:50:43","H",114,FALSE,"sockeye"
"GRJ","3D9.1C2D6BA2E7","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 03:45:19","H",93,FALSE,"sockeye"
"GRJ","3D9.1C2D6BA2E7","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 03:45:17","H",93,FALSE,"sockeye"
"GRJ","3D9.1C2D6BA45F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 20:24:48","H",96,TRUE,"sockeye"
"GRJ","3D9.1C2D6BA45F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 20:24:52","H",96,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA6CA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 22:19:01","H",98,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA6CA","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 22:19:00","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6BA70A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:01:09","H",113,TRUE,"sockeye"
"GRJ","3D9.1C2D6BA70A","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 21:01:10","H",113,TRUE,"sockeye"
"MCJ","3D9.1C2D6BA724","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 07:11:21","H",108,FALSE,"sockeye"
"MCJ","3D9.1C2D6BA724","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 07:11:18","H",108,FALSE,"sockeye"
"BO3","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-01 16:58:31","H",141,FALSE,"sockeye"
"BO4","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-01 17:52:19","H",141,FALSE,"sockeye"
"BO4","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-01 17:52:20","H",141,FALSE,"sockeye"
"BO3","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2014-07-01 16:57:37","H",141,FALSE,"sockeye"
"GRJ","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 21:52:35","H",141,TRUE,"sockeye"
"GRJ","3D9.1C2D6BA81F","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 21:52:36","H",141,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA84D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 21:44:44","H",97,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA84D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 21:44:45","H",97,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA91D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-08 00:31:28","H",86,TRUE,"sockeye"
"GOJ","3D9.1C2D6BA91D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-08 00:31:23","H",86,FALSE,"sockeye"
"GOJ","3D9.1C2D6BAE90","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-20 21:24:57","H",101,FALSE,"sockeye"
"GOJ","3D9.1C2D6BAE90","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 10:20:01","H",101,TRUE,"sockeye"
"GOJ","3D9.1C2D6BAE90","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 10:20:00","H",101,TRUE,"sockeye"
"ICHFFB","3D9.1C2D6BB9C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 06:01:56","H",106,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6BB9C8","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 06:01:53","H",106,FALSE,"sockeye"
"MCJ","3D9.1C2D6BBADB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:35:57","H",104,FALSE,"sockeye"
"MCJ","3D9.1C2D6BBADB","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 04:35:53","H",104,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBE38","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 09:59:26","H",80,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBE38","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 09:59:27","H",80,FALSE,"sockeye"
"LMJ","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:12:55","H",94,FALSE,"sockeye"
"LMJ","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 23:12:56","H",94,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 21:45:50","H",94,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 03:56:35","H",94,FALSE,"sockeye"
"ICHFFB","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 03:56:37","H",94,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBE3E","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 21:45:47","H",94,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBFC3","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 17:56:53","H",92,TRUE,"sockeye"
"GOJ","3D9.1C2D6BBFC3","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-23 20:16:30","H",92,FALSE,"sockeye"
"GOJ","3D9.1C2D6BBFC3","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-24 17:56:54","H",92,TRUE,"sockeye"
"GOJ","3D9.1C2D6BC051","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 02:20:13","H",98,TRUE,"sockeye"
"GOJ","3D9.1C2D6BC051","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-18 02:20:14","H",98,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC183","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-14 13:59:55","H",83,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC183","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-14 13:59:56","H",83,TRUE,"sockeye"
"MCJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-08 11:51:04","H",80,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 10:50:32","H",80,FALSE,"sockeye"
"JDJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-13 15:54:15","H",80,FALSE,"sockeye"
"GRJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-30 15:35:51","H",80,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-02 22:50:14","H",80,FALSE,"sockeye"
"MCJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-08 11:51:08","H",80,FALSE,"sockeye"
"JDJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-13 15:54:19","H",80,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-03 10:50:33","H",80,FALSE,"sockeye"
"GRJ","3D9.1C2D6BC31B","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-30 15:35:53","H",80,FALSE,"sockeye"
"GRJ","3D9.1C2D6BC31D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 22:23:35","H",96,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC31D","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 22:23:34","H",96,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC335","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 22:26:57","H",161,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC335","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 22:26:56","H",161,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC36C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 12:07:45","H",94,TRUE,"sockeye"
"GRJ","3D9.1C2D6BC36C","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-17 12:07:46","H",94,TRUE,"sockeye"
"GOJ","3D9.1C2D6BC392","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 09:42:58","H",99,FALSE,"sockeye"
"TWX","3D9.1C2D6BC392","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 06:37:05","H",99,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC392","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-19 09:43:02","H",99,TRUE,"sockeye"
"TWX","3D9.1C2D6BC392","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 06:36:45","H",99,FALSE,"sockeye"
"TWX","3D9.1C2D6BC466","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-09 21:04:32","H",107,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC466","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 23:19:03","H",107,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC466","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-29 23:19:04","H",107,FALSE,"sockeye"
"TWX","3D9.1C2D6BC466","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-06-09 21:04:30","H",107,FALSE,"sockeye"
"GRJ","3D9.1C2D6BC4AF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 00:35:53","H",91,TRUE,"sockeye"
"ESANIS","3D9.1C2D6BC4AF","Summer","RLCTRP","Upper Salmon","2012-05-10","Recovery","2012-11-06 12:00:00","H",91,FALSE,"sockeye"
"GRJ","3D9.1C2D6BC4AF","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 00:35:38","H",91,TRUE,"sockeye"
"LMJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 21:54:41","H",102,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:00:36","H",102,FALSE,"sockeye"
"JDJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 10:57:03","H",102,FALSE,"sockeye"
"GOJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-21 21:00:37","H",102,FALSE,"sockeye"
"JDJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-27 10:57:04","H",102,FALSE,"sockeye"
"BCC","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-28 13:09:02","H",102,FALSE,"sockeye"
"LMJ","3D9.1C2D6BC4F5","Summer","RLCTRP","Upper Salmon","2012-05-10","Observation","2012-05-22 23:49:43","H",102,FALSE,"sockeye"
