"obs_site","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"DRM","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-09-02 21:13:40","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-01 04:22:27","H",NA,FALSE,"sockeye"
"DRM","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-09-08 20:41:48","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-24 22:29:12","H",NA,FALSE,"sockeye"
"BCC","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-05 08:12:07","H",NA,FALSE,"sockeye"
"DRM","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-09-18 20:28:00","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-10 14:12:27","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-28 11:48:23","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-14 20:58:32","H",NA,TRUE,"sockeye"
"GRJ","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-14 20:58:25","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 07:02:59","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-01 04:22:39","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 07:03:00","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-12 06:37:06","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2BCE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-28 11:44:55","H",NA,FALSE,"sockeye"
"MC2","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 14:58:42","H",NA,FALSE,"sockeye"
"LMA","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 12:33:48","H",NA,FALSE,"sockeye"
"LMA","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-01 14:32:12","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-15 13:07:21","H",NA,FALSE,"sockeye"
"LMJ","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 22:53:02","H",NA,TRUE,"sockeye"
"LMJ","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 14:17:58","H",NA,FALSE,"sockeye"
"LMJ","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 15:20:04","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 16:44:13","H",NA,FALSE,"sockeye"
"MC2","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 14:58:40","H",NA,FALSE,"sockeye"
"ICH","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 19:45:00","H",NA,FALSE,"sockeye"
"LMJ","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 22:53:01","H",NA,TRUE,"sockeye"
"ICH","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 19:45:01","H",NA,FALSE,"sockeye"
"LMA","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-01 14:36:52","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 16:44:12","H",NA,FALSE,"sockeye"
"LMA","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 12:33:44","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-14 07:53:55","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2C53","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-14 07:53:54","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B2C6A","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 00:44:25","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2C6A","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 09:05:43","H",NA,FALSE,"sockeye"
"BO1","384.3B239B2C6A","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 09:05:42","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B2C6A","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 00:44:27","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 17:01:04","H",NA,FALSE,"sockeye"
"GOJ","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 21:50:29","H",NA,FALSE,"sockeye"
"BO4","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 12:20:59","H",NA,FALSE,"sockeye"
"BO4","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 12:20:58","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 17:01:05","H",NA,FALSE,"sockeye"
"GOJ","384.3B239B2C86","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 21:50:28","H",NA,FALSE,"sockeye"
"BO4","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 14:12:03","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 08:21:21","H",NA,FALSE,"sockeye"
"TD1","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-09 12:53:21","H",NA,FALSE,"sockeye"
"TD2","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 08:21:22","H",NA,FALSE,"sockeye"
"BO4","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 14:12:04","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:27:38","H",NA,TRUE,"sockeye"
"GRJ","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:27:37","H",NA,TRUE,"sockeye"
"TD1","384.3B239B2E41","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-09 12:53:12","H",NA,FALSE,"sockeye"
"BO1","384.3B239B30E3","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 08:04:36","H",NA,FALSE,"sockeye"
"BO1","384.3B239B30E3","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 08:00:53","H",NA,FALSE,"sockeye"
"BO3","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 12:24:16","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-19 01:15:34","H",NA,TRUE,"sockeye"
"GRJ","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-19 01:15:33","H",NA,TRUE,"sockeye"
"BO4","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 16:07:41","H",NA,FALSE,"sockeye"
"BO4","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 16:06:43","H",NA,FALSE,"sockeye"
"COLR4","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Recovery","2015-07-02 00:00:00","H",NA,FALSE,"sockeye"
"TD2","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 14:13:34","H",NA,FALSE,"sockeye"
"TD2","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 14:13:35","H",NA,FALSE,"sockeye"
"BO3","384.3B239B3187","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 12:24:15","H",NA,FALSE,"sockeye"
"BO1","384.3B239B31A6","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 17:17:38","H",NA,FALSE,"sockeye"
"BO1","384.3B239B31A6","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 17:17:39","H",NA,FALSE,"sockeye"
"TD2","384.3B239B31A6","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 18:34:12","H",NA,FALSE,"sockeye"
"TD2","384.3B239B31A6","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 18:34:11","H",NA,FALSE,"sockeye"
"BO1","384.3B239B325F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 15:13:19","H",NA,FALSE,"sockeye"
"BO1","384.3B239B325F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 15:13:20","H",NA,FALSE,"sockeye"
"GOJ","384.3B239B325F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:33:35","H",NA,TRUE,"sockeye"
"GOJ","384.3B239B325F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:33:36","H",NA,TRUE,"sockeye"
"GRJ","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 21:25:24","H",NA,FALSE,"sockeye"
"BO4","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-13 14:44:38","H",NA,FALSE,"sockeye"
"BCC","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-24 20:54:24","H",NA,FALSE,"sockeye"
"BO4","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-13 14:44:39","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 21:25:26","H",NA,FALSE,"sockeye"
"BCC","384.3B239B32E0","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-24 20:54:23","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 02:50:17","H",NA,TRUE,"sockeye"
"TD2","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 14:27:13","H",NA,FALSE,"sockeye"
"BO1","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 09:46:21","H",NA,FALSE,"sockeye"
"BO1","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 09:46:20","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 02:50:18","H",NA,TRUE,"sockeye"
"TD2","384.3B239B350B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 14:27:12","H",NA,FALSE,"sockeye"
"ICH","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 09:07:53","H",NA,FALSE,"sockeye"
"MC1","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 16:54:21","H",NA,FALSE,"sockeye"
"GOJ","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:10:07","H",NA,FALSE,"sockeye"
"TD2","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-20 08:23:07","H",NA,FALSE,"sockeye"
"ICH","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 09:07:54","H",NA,FALSE,"sockeye"
"MC1","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 16:54:20","H",NA,FALSE,"sockeye"
"BO4","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-16 19:02:58","H",NA,FALSE,"sockeye"
"GOJ","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:10:11","H",NA,TRUE,"sockeye"
"BO4","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-16 19:02:59","H",NA,FALSE,"sockeye"
"TD2","384.3B239B36B1","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-20 08:23:12","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 15:31:29","H",NA,TRUE,"sockeye"
"TD2","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 19:44:46","H",NA,FALSE,"sockeye"
"BO1","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-01 16:23:24","H",NA,FALSE,"sockeye"
"TD1","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-14 14:45:19","H",NA,FALSE,"sockeye"
"TD1","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-14 14:45:20","H",NA,FALSE,"sockeye"
"DRM","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-14 21:19:04","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 15:31:41","H",NA,TRUE,"sockeye"
"BO1","384.3B239B370B","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-01 16:23:25","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 22:25:16","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 07:49:23","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 11:38:13","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 07:49:24","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 11:38:14","H",NA,FALSE,"sockeye"
"BCC","384.3B239B3737","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-22 08:57:25","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 13:41:21","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 13:41:22","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:05:09","H",NA,TRUE,"sockeye"
"TD1","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 17:19:11","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 17:19:12","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3982","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:05:10","H",NA,TRUE,"sockeye"
"TD2","384.3B239B39DE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 05:50:01","H",NA,FALSE,"sockeye"
"TD2","384.3B239B39DE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 05:50:02","H",NA,FALSE,"sockeye"
"BO4","384.3B239B39DE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 17:53:38","H",NA,FALSE,"sockeye"
"BO4","384.3B239B39DE","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 17:56:16","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3C6D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 08:18:06","H",NA,FALSE,"sockeye"
"BO4","384.3B239B3C6D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 15:51:01","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3C6D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 08:18:05","H",NA,FALSE,"sockeye"
"BO4","384.3B239B3C6D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 15:51:00","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-18 12:46:16","H",NA,FALSE,"sockeye"
"GRA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 06:15:38","H",NA,FALSE,"sockeye"
"ICH","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-23 18:06:08","H",NA,FALSE,"sockeye"
"LMA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 13:03:59","H",NA,FALSE,"sockeye"
"GRA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-28 06:15:37","H",NA,FALSE,"sockeye"
"GOA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 12:51:42","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-19 14:54:23","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 01:29:58","H",NA,FALSE,"sockeye"
"MC2","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 09:33:15","H",NA,FALSE,"sockeye"
"LMA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 23:44:07","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 01:29:59","H",NA,FALSE,"sockeye"
"MC2","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 09:33:11","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-19 14:54:30","H",NA,FALSE,"sockeye"
"ICH","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-23 18:06:07","H",NA,FALSE,"sockeye"
"LMA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-25 13:04:01","H",NA,FALSE,"sockeye"
"GOA","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 12:51:41","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3C93","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-18 12:41:26","H",NA,FALSE,"sockeye"
"BO4","384.3B239B3F0C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-09 06:22:23","H",NA,FALSE,"sockeye"
"BO4","384.3B239B3F0C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-09 06:12:51","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3FA4","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-08 04:28:41","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3FA4","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 05:53:46","H",NA,FALSE,"sockeye"
"TD1","384.3B239B3FA4","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-08 04:28:40","H",NA,FALSE,"sockeye"
"BO1","384.3B239B3FA4","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 05:53:47","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B41FA","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:45:00","H",NA,FALSE,"sockeye"
"BO4","384.3B239B41FA","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 06:44:06","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B41FA","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:45:02","H",NA,FALSE,"sockeye"
"BO4","384.3B239B41FA","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 06:35:26","H",NA,FALSE,"sockeye"
"BO1","384.3B239B42AD","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 14:14:13","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B42AD","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 01:05:50","H",NA,TRUE,"sockeye"
"BO1","384.3B239B42AD","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-04 14:14:12","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B42AD","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 01:05:51","H",NA,TRUE,"sockeye"
"BO1","384.3B239B42AD","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 19:51:17","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B445C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 21:24:37","H",NA,FALSE,"sockeye"
"BO1","384.3B239B445C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 06:12:31","H",NA,FALSE,"sockeye"
"BO1","384.3B239B445C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 06:12:30","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B445C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 21:24:38","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 06:16:27","H",NA,TRUE,"sockeye"
"TD1","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 18:27:32","H",NA,FALSE,"sockeye"
"BO4","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-31 17:41:19","H",NA,FALSE,"sockeye"
"BCC","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-30 21:37:41","H",NA,FALSE,"sockeye"
"BO3","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-31 14:19:00","H",NA,FALSE,"sockeye"
"BO1","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 08:48:55","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 06:16:28","H",NA,TRUE,"sockeye"
"BO4","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-31 17:41:20","H",NA,FALSE,"sockeye"
"BO1","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 08:48:56","H",NA,FALSE,"sockeye"
"TD1","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 18:27:31","H",NA,FALSE,"sockeye"
"TD1","384.3B239B452D","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 02:35:32","H",NA,FALSE,"sockeye"
"BO1","384.3B239B461F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-17 10:36:30","H",NA,FALSE,"sockeye"
"BO1","384.3B239B461F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-17 10:25:10","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B54D7","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 22:44:47","H",NA,FALSE,"sockeye"
"TD1","384.3B239B54D7","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-10 11:46:53","H",NA,FALSE,"sockeye"
"GRJ","384.3B239B54D7","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-16 22:44:46","H",NA,FALSE,"sockeye"
"TD1","384.3B239B54D7","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-10 11:46:54","H",NA,FALSE,"sockeye"
"TD1","384.3B239B5733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 08:24:45","H",NA,FALSE,"sockeye"
"TD1","384.3B239B5733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 08:24:46","H",NA,FALSE,"sockeye"
"BO1","384.3B239B5733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 12:47:51","H",NA,FALSE,"sockeye"
"BO1","384.3B239B5733","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 12:47:52","H",NA,FALSE,"sockeye"
"BO1","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 06:19:45","H",NA,FALSE,"sockeye"
"LMA","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-20 12:56:08","H",NA,FALSE,"sockeye"
"MC2","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 05:52:27","H",NA,FALSE,"sockeye"
"LMA","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-20 12:55:56","H",NA,FALSE,"sockeye"
"TWX","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-26 07:01:53","H",NA,FALSE,"sockeye"
"MC2","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 05:52:31","H",NA,FALSE,"sockeye"
"TD1","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 09:55:07","H",NA,FALSE,"sockeye"
"BO1","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-26 06:27:10","H",NA,FALSE,"sockeye"
"TWX","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-26 07:02:11","H",NA,FALSE,"sockeye"
"TD1","384.3B239B5760","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-27 09:55:11","H",NA,FALSE,"sockeye"
