"obs_site","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GOJ","3DD.00775130FB","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-14 13:13:43","W",94,FALSE,"sockeye"
"ICHFFB","3DD.00775130FB","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-06-02 10:23:14","W",94,FALSE,"sockeye"
"ICHFFB","3DD.00775130FB","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-06-02 10:23:16","W",94,FALSE,"sockeye"
"BCC","3DD.00775130FB","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-06-11 02:55:36","W",94,FALSE,"sockeye"
"JDJ","3DD.00775152C7","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-23 15:55:13","W",94,FALSE,"sockeye"
"JDJ","3DD.00775152C7","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-23 15:55:14","W",94,FALSE,"sockeye"
"B2J","3DD.00775152C7","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-25 03:50:44","W",94,FALSE,"sockeye"
"B2J","3DD.00775152C7","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-25 03:50:49","W",94,FALSE,"sockeye"
"GRJ","3DD.00775155CE","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 21:22:54","W",100,FALSE,"sockeye"
"GRJ","3DD.00775155CE","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 21:22:55","W",100,FALSE,"sockeye"
"GRJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 06:46:23","W",96,FALSE,"sockeye"
"GRJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 06:46:25","W",96,FALSE,"sockeye"
"GOJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-12 22:31:02","W",96,FALSE,"sockeye"
"GOJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-12 22:31:05","W",96,FALSE,"sockeye"
"LMJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-16 01:06:53","W",96,FALSE,"sockeye"
"LMJ","3DD.007751599B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-16 01:07:07","W",96,FALSE,"sockeye"
"GOJ","3DD.007751675B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 23:15:13","W",95,FALSE,"sockeye"
"GOJ","3DD.007751675B","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 23:15:14","W",95,FALSE,"sockeye"
"SAWTRP","3DD.007751724D","Summer","ALTULC","Upper Salmon","2015-05-09","Recapture","2015-05-15 11:02:00","W",103,FALSE,"sockeye"
"GRJ","3DD.007751724D","Summer","ALTULC","Upper Salmon","2015-05-09","Observation","2015-05-24 01:13:53","W",103,FALSE,"sockeye"
"GRJ","3DD.007751724D","Summer","ALTULC","Upper Salmon","2015-05-09","Observation","2015-05-24 01:13:55","W",103,FALSE,"sockeye"
"GRJ","3DD.007751906E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-07 20:06:45","W",97,FALSE,"sockeye"
"GRJ","3DD.007751906E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-07 20:06:47","W",97,FALSE,"sockeye"
"GRJ","3DD.007751914A","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-09 11:48:34","W",99,FALSE,"sockeye"
"GRJ","3DD.007751914A","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-09 11:48:35","W",99,FALSE,"sockeye"
"GOJ","3DD.007751914A","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-14 01:24:54","W",99,FALSE,"sockeye"
"GOJ","3DD.007751914A","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-14 01:24:56","W",99,FALSE,"sockeye"
"GRJ","3DD.00775191A4","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-11 20:42:32","W",99,FALSE,"sockeye"
"GRJ","3DD.00775191A4","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-11 20:42:34","W",99,FALSE,"sockeye"
"BCC","3DD.007751A831","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-25 17:53:02","W",104,FALSE,"sockeye"
"GRJ","3DD.007751A843","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-08 04:41:13","W",96,FALSE,"sockeye"
"GRJ","3DD.007751A843","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-08 04:41:16","W",96,FALSE,"sockeye"
"GOJ","3DD.007751A843","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 10:58:20","W",96,FALSE,"sockeye"
"GOJ","3DD.007751A843","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-10 10:58:21","W",96,FALSE,"sockeye"
"MCJ","3DD.007751A84A","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-18 16:57:10","W",105,FALSE,"sockeye"
"MCJ","3DD.007751A84A","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-18 16:57:11","W",105,FALSE,"sockeye"
"GOJ","3DD.007751ABA9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-14 02:36:57","W",96,FALSE,"sockeye"
"GOJ","3DD.007751ABA9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-14 02:36:58","W",96,FALSE,"sockeye"
"RICHIS","3DD.007751ABA9","Summer","ALTULC","Upper Salmon","2015-04-29","Recovery","2015-08-02 00:00:00","W",96,FALSE,"sockeye"
"GRJ","3DD.007751D625","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-08 00:45:08","W",100,FALSE,"sockeye"
"GRJ","3DD.007751D625","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-08 00:45:10","W",100,FALSE,"sockeye"
"LMJ","3DD.007751D625","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-13 08:10:40","W",100,FALSE,"sockeye"
"LMJ","3DD.007751D625","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-13 18:10:18","W",100,FALSE,"sockeye"
"LMJ","3DD.007751D855","Summer","ALTULC","Upper Salmon","2015-05-18","Observation","2015-07-05 09:22:41","W",93,FALSE,"sockeye"
"LMJ","3DD.007751D855","Summer","ALTULC","Upper Salmon","2015-05-18","Observation","2015-07-08 02:33:44","W",93,FALSE,"sockeye"
"LMJ","3DD.007751D855","Summer","ALTULC","Upper Salmon","2015-05-18","Observation","2015-07-08 02:36:43","W",93,FALSE,"sockeye"
"GOJ","3DD.007751F5D4","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-13 23:31:49","W",99,FALSE,"sockeye"
"GOJ","3DD.007751F5D4","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-13 23:31:52","W",99,FALSE,"sockeye"
"GRJ","3DD.007751FF97","Summer","ALTULC","Upper Salmon","2015-05-18","Observation","2015-05-26 22:41:18","W",95,FALSE,"sockeye"
"GRJ","3DD.007751FF97","Summer","ALTULC","Upper Salmon","2015-05-18","Observation","2015-05-26 22:41:20","W",95,FALSE,"sockeye"
"GRJ","3DD.00775201C9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 20:05:56","W",105,FALSE,"sockeye"
"GRJ","3DD.00775201C9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 20:05:57","W",105,FALSE,"sockeye"
"GOJ","3DD.00775201C9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-10 00:43:07","W",105,FALSE,"sockeye"
"GOJ","3DD.00775201C9","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-10 00:43:08","W",105,FALSE,"sockeye"
"GRJ","3DD.0077521B3F","Summer","ALTULC","Upper Salmon","2015-05-02","Observation","2015-05-10 21:13:20","W",111,FALSE,"sockeye"
"GRJ","3DD.0077521B3F","Summer","ALTULC","Upper Salmon","2015-05-02","Observation","2015-05-10 21:13:22","W",111,FALSE,"sockeye"
"GOJ","3DD.0077521B3F","Summer","ALTULC","Upper Salmon","2015-05-02","Observation","2015-05-13 08:19:08","W",111,FALSE,"sockeye"
"GOJ","3DD.0077521B3F","Summer","ALTULC","Upper Salmon","2015-05-02","Observation","2015-05-13 08:19:11","W",111,FALSE,"sockeye"
"BCC","3DD.0077521B3F","Summer","ALTULC","Upper Salmon","2015-05-02","Observation","2015-05-24 06:13:40","W",111,FALSE,"sockeye"
"GRJ","3DD.0077521C2E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-06 20:37:01","W",104,FALSE,"sockeye"
"GRJ","3DD.0077521C2E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-06 20:37:03","W",104,FALSE,"sockeye"
"GOJ","3DD.0077521C2E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-09 01:03:50","W",104,FALSE,"sockeye"
"GOJ","3DD.0077521C2E","Summer","ALTULC","Upper Salmon","2015-04-27","Observation","2015-05-09 01:03:52","W",104,FALSE,"sockeye"
"CBLAIS","3DD.0077521C2E","Summer","ALTULC","Upper Salmon","2015-04-27","Recovery","2015-08-17 00:00:00","W",104,FALSE,"sockeye"
"GRJ","3DD.00775243EC","Summer","ALTULC","Upper Salmon","2015-04-20","Observation","2015-05-01 05:01:43","W",100,FALSE,"sockeye"
"GRJ","3DD.00775243EC","Summer","ALTULC","Upper Salmon","2015-04-20","Observation","2015-05-01 05:01:44","W",100,FALSE,"sockeye"
"MCJ","3DD.00775243EC","Summer","ALTULC","Upper Salmon","2015-04-20","Observation","2015-05-12 22:56:58","W",100,FALSE,"sockeye"
"MCJ","3DD.00775243EC","Summer","ALTULC","Upper Salmon","2015-04-20","Observation","2015-05-12 22:56:59","W",100,FALSE,"sockeye"
"GOJ","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2013-05-18 22:20:46","W",104,FALSE,"sockeye"
"GOJ","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2013-05-18 22:20:48","W",104,FALSE,"sockeye"
"BO1","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-25 05:09:51","W",104,FALSE,"sockeye"
"BO1","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-25 05:09:52","W",104,FALSE,"sockeye"
"TD2","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-26 06:32:06","W",104,FALSE,"sockeye"
"TD2","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-26 06:32:07","W",104,FALSE,"sockeye"
"MC1","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-29 17:28:15","W",104,FALSE,"sockeye"
"MC1","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-29 17:28:16","W",104,FALSE,"sockeye"
"ICH","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-30 19:54:54","W",104,FALSE,"sockeye"
"ICH","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-06-30 19:54:55","W",104,FALSE,"sockeye"
"LMA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-04 15:01:35","W",104,FALSE,"sockeye"
"LMA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-04 15:03:56","W",104,FALSE,"sockeye"
"GOA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-05 15:35:08","W",104,FALSE,"sockeye"
"GOA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-05 15:35:10","W",104,FALSE,"sockeye"
"GRA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-09 23:49:33","W",104,FALSE,"sockeye"
"GRA","3D9.1C2E03F655","Summer","PETTLC","Upper Salmon","2013-05-08","Observation","2015-07-09 23:49:34","W",104,FALSE,"sockeye"
"TD1","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 18:07:33","H",NA,FALSE,"sockeye"
"GRJ","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:45:01","H",NA,TRUE,"sockeye"
"TD1","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-22 18:07:34","H",NA,FALSE,"sockeye"
"GRJ","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:44:42","H",NA,FALSE,"sockeye"
"BO4","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 11:34:02","H",NA,FALSE,"sockeye"
"BO4","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-21 11:32:37","H",NA,FALSE,"sockeye"
"GRJ","384.3B2397924C","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-15 20:44:49","H",NA,TRUE,"sockeye"
"BO1","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 15:56:40","H",NA,FALSE,"sockeye"
"TD2","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 16:44:28","H",NA,FALSE,"sockeye"
"BO1","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 15:52:03","H",NA,FALSE,"sockeye"
"TD1","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-29 18:58:57","H",NA,FALSE,"sockeye"
"LMJ","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:14:10","H",NA,TRUE,"sockeye"
"BO4","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-06 14:52:16","H",NA,FALSE,"sockeye"
"BO3","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-06 08:00:28","H",NA,FALSE,"sockeye"
"BO4","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-06 14:52:17","H",NA,FALSE,"sockeye"
"TD1","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-29 18:58:44","H",NA,FALSE,"sockeye"
"LMJ","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 21:14:11","H",NA,TRUE,"sockeye"
"BCC","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-05 21:16:49","H",NA,FALSE,"sockeye"
"BO4","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 05:14:52","H",NA,FALSE,"sockeye"
"BO4","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-06 05:14:53","H",NA,FALSE,"sockeye"
"TD2","384.3B23984C4E","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 16:44:21","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 13:43:19","H",NA,FALSE,"sockeye"
"GOJ","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:38:05","H",NA,FALSE,"sockeye"
"GOJ","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:38:06","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 19:55:52","H",NA,FALSE,"sockeye"
"GRJ","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 01:04:36","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 19:55:51","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-07 13:43:24","H",NA,FALSE,"sockeye"
"GRJ","384.3B239A2371","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-17 01:04:38","H",NA,FALSE,"sockeye"
"BO3","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-18 12:26:47","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 11:03:28","H",NA,FALSE,"sockeye"
"BO3","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-18 13:18:58","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 09:36:04","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-18 15:39:23","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-19 20:49:05","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-05 09:36:05","H",NA,FALSE,"sockeye"
"GOJ","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:05:17","H",NA,TRUE,"sockeye"
"BO1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 13:43:46","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-03 11:03:27","H",NA,FALSE,"sockeye"
"GOJ","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 22:05:16","H",NA,TRUE,"sockeye"
"BO4","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-18 15:37:45","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-30 20:50:28","H",NA,FALSE,"sockeye"
"BCC","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-08-05 01:52:56","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-19 20:49:03","H",NA,FALSE,"sockeye"
"BO1","384.3B239A2419","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-29 13:43:45","H",NA,FALSE,"sockeye"
"BO3","384.3B239A24B9","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-11 08:07:57","H",NA,FALSE,"sockeye"
"GRJ","384.3B239A24B9","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 23:22:03","H",NA,TRUE,"sockeye"
"BO3","384.3B239A24B9","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-11 08:25:51","H",NA,FALSE,"sockeye"
"GRJ","384.3B239A24B9","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2013-05-18 23:22:04","H",NA,TRUE,"sockeye"
"TD1","384.3B239A2F7F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 14:45:46","H",NA,FALSE,"sockeye"
"BO4","384.3B239A2F7F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-24 14:09:51","H",NA,FALSE,"sockeye"
"BO1","384.3B239A2F7F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-16 15:10:15","H",NA,FALSE,"sockeye"
"BO2","384.3B239A2F7F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-06-19 09:45:20","H",NA,FALSE,"sockeye"
"TD1","384.3B239A2F7F","Summer","RLCTRP","Upper Salmon","2013-05-09","Observation","2015-07-02 14:45:47","H",NA,FALSE,"sockeye"
