"tag_id","obs_site","ant","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"3D9.1BF11B2C3A","B2J","RIVER EXIT","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-29 20:26:57","H",77,FALSE,"sockeye"
"3D9.1BF11B2C3A","GRJ","DIVERSION RIVER EXIT","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-18 16:04:09","H",77,FALSE,"sockeye"
"3D9.1BF11B2C3A","GRJ","DIVERSION / SBYC GATE","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-18 16:04:07","H",77,FALSE,"sockeye"
"3D9.1BF11B2C3A","JDJ","RIVER EXIT","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-28 16:26:25","H",77,FALSE,"sockeye"
"3D9.1BF11B2C3A","B2J","RIVER EXIT","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-29 20:26:58","H",77,FALSE,"sockeye"
"3D9.1BF11B2C3A","JDJ","RIVER EXIT","Summer","ALTULC","Upper Salmon","2008-05-11","Observation","2008-05-28 16:26:26","H",77,FALSE,"sockeye"
"3D9.1BF11EDDF8","ICHFFB","FULL FLOW BYPASS","Summer","ALTULC","Upper Salmon","2008-05-09","Observation","2008-05-26 18:58:16","H",95,FALSE,"sockeye"
"3D9.1BF11EDDF8","ICHFFB","FULL FLOW BYPASS","Summer","ALTULC","Upper Salmon","2008-05-09","Observation","2008-05-26 18:58:11","H",95,FALSE,"sockeye"
"3D9.1BF11FA353","ICHFFB","FULL FLOW BYPASS","Summer","ALTULC","Upper Salmon","2008-05-14","Observation","2008-05-23 20:04:36","H",107,FALSE,"sockeye"
"3D9.1BF11FA353","ICHFFB","FULL FLOW BYPASS","Summer","ALTULC","Upper Salmon","2008-05-14","Observation","2008-05-23 20:04:31","H",107,FALSE,"sockeye"
