"obs_site","ant","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GOJ","DIVERSION SBYC GATE","3D9.1BF1B68B5A","Summer","ALTULC","Upper Salmon","2005-05-02","Observation","2005-05-13 16:31:01","W",100,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1B68B5A","Summer","ALTULC","Upper Salmon","2005-05-02","Observation","2005-05-13 16:31:04","W",100,FALSE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1B68E67","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-15 01:16:04","W",102,TRUE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1B68E67","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-15 01:16:05","W",102,TRUE,"sockeye"
"GRJ","B-SEPARATOR GATE","3D9.1BF1B787F2","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-14 06:01:54","W",94,FALSE,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1BF1B787F2","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-14 06:01:59","W",94,TRUE,"sockeye"
"GOJ","A-SEPARATOR GATE","3D9.1BF1B7882C","Summer","ALTULC","Upper Salmon","2005-04-30","Observation","2005-05-13 13:32:05","W",91,FALSE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1B7882C","Summer","ALTULC","Upper Salmon","2005-04-30","Observation","2005-05-13 13:32:09","W",91,TRUE,"sockeye"
"SNJ","MAIN","3D9.1BF1B78A63","Summer","ALTULC","Upper Salmon","2005-05-14","Observation","2005-05-19 17:40:52","W",100,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1B78A63","Summer","ALTULC","Upper Salmon","2005-05-14","Observation","2005-05-26 21:10:12","W",100,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3D9.1BF1B78A63","Summer","ALTULC","Upper Salmon","2005-05-14","Observation","2005-05-26 21:10:13","W",100,FALSE,"sockeye"
"GOJ","B-SEPARATOR GATE","3D9.1BF1CFAACC","Summer","ALTULC","Upper Salmon","2005-04-30","Observation","2005-05-14 10:18:42","W",98,FALSE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFAACC","Summer","ALTULC","Upper Salmon","2005-04-30","Observation","2005-05-14 10:18:46","W",98,TRUE,"sockeye"
"GRJ","A-SEPARATOR GATE","3D9.1BF1CFAAD9","Summer","ALTULC","Upper Salmon","2005-05-07","Observation","2005-05-21 10:14:53","W",94,FALSE,"sockeye"
"GRJ","RACEWAY WEST / RIVER EXIT","3D9.1BF1CFAAD9","Summer","ALTULC","Upper Salmon","2005-05-07","Observation","2005-05-21 10:14:58","W",94,TRUE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1CFBB29","Summer","ALTULC","Upper Salmon","2005-05-08","Observation","2005-05-29 02:35:19","W",92,TRUE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1CFBB29","Summer","ALTULC","Upper Salmon","2005-05-08","Observation","2005-05-29 02:35:20","W",92,TRUE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFCBEE","Summer","ALTULC","Upper Salmon","2005-05-12","Observation","2005-05-26 15:58:39","W",90,TRUE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFCBEE","Summer","ALTULC","Upper Salmon","2005-05-12","Observation","2005-05-26 15:58:40","W",90,TRUE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3D9.1BF1CFCF88","Summer","ALTULC","Upper Salmon","2005-05-08","Observation","2005-05-18 14:34:23","W",95,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3D9.1BF1CFCF88","Summer","ALTULC","Upper Salmon","2005-05-08","Observation","2005-05-18 14:34:24","W",95,FALSE,"sockeye"
"GOJ","B-SEPARATOR GATE","3D9.1BF1CFD0F1","Summer","ALTULC","Upper Salmon","2005-05-09","Observation","2005-05-27 14:44:33","W",100,FALSE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFD0F1","Summer","ALTULC","Upper Salmon","2005-05-09","Observation","2005-05-27 14:44:38","W",100,TRUE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1CFD311","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-16 22:57:18","W",99,TRUE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1CFD311","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-16 22:57:19","W",99,TRUE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFD34E","Summer","ALTULC","Upper Salmon","2005-05-10","Observation","2005-05-31 04:56:02","W",91,TRUE,"sockeye"
"GOJ","B-RACEWAY / RIVER EXIT","3D9.1BF1CFD34E","Summer","ALTULC","Upper Salmon","2005-05-10","Observation","2005-05-31 04:56:03","W",91,TRUE,"sockeye"
"GOJ","A-SEPARATOR GATE","3D9.1BF1CFD86F","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-24 01:32:54","W",97,FALSE,"sockeye"
"GOJ","A-RACEWAY / RIVER EXIT","3D9.1BF1CFD86F","Summer","ALTULC","Upper Salmon","2005-05-05","Observation","2005-05-24 01:32:57","W",97,TRUE,"sockeye"
