"obs_site","ant","tag_id","run","rel_site","subbasin_name","rel_date","etype","date","rtype","length","transported","species"
"GRJ","DIVERSION RIVER EXIT","3DD.0077509943","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-09 21:41:49","W",104,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077509943","Summer","ALTULC","Upper Salmon","2015-05-01","Observation","2015-05-09 21:41:50","W",104,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.0077509D30","Summer","ALTULC","Upper Salmon","2015-04-28","Observation","2015-05-07 08:49:09","W",102,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077509D30","Summer","ALTULC","Upper Salmon","2015-04-28","Observation","2015-05-07 08:49:11","W",102,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750A004","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 10:57:30","W",100,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750A004","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 10:57:31","W",100,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750D603","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-07 12:45:27","W",102,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750D603","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-07 12:45:28","W",102,FALSE,"sockeye"
"JDJ","RIVER EXIT","3DD.007750D603","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-21 18:44:34","W",102,FALSE,"sockeye"
"JDJ","RIVER EXIT","3DD.007750D603","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-21 18:44:35","W",102,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007750D9DC","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-12 21:43:56","W",105,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007750D9DC","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-12 21:43:57","W",105,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.007750F5B0","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 18:39:01","W",98,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750F5B0","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 18:39:03","W",98,FALSE,"sockeye"
"GOJ","DIVERSION SBYC GATE","3DD.007750F718","Summer","ALTULC","Upper Salmon","2015-04-28","Observation","2015-05-10 02:12:36","W",112,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007750F718","Summer","ALTULC","Upper Salmon","2015-04-28","Observation","2015-05-10 02:12:39","W",112,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.007750F889","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 17:23:22","W",102,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.007750F889","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-07 17:23:24","W",102,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007750F889","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-10 01:44:27","W",102,FALSE,"sockeye"
"GOJ","DIVERSION RIVER EXIT","3DD.007750F889","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-10 01:44:28","W",102,FALSE,"sockeye"
"GRJ","DIVERSION / SBYC GATE","3DD.0077510512","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-08 19:11:25","W",91,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077510512","Summer","ALTULC","Upper Salmon","2015-04-29","Observation","2015-05-08 19:11:26","W",91,FALSE,"sockeye"
"GRJ","DIVERSION RIVER EXIT","3DD.0077510C3F","Summer","ALTULC","Upper Salmon","2015-04-30","Observation","2015-05-09 19:51:37","W",91,FALSE,"sockeye"
